Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,24.073916313377232,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.791257330896075,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,24.073916313377232,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,5.152980651166445,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,24.073916313377232,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,22.397234892108212,0.9303527768625941,0.731330014120067,0.199022762742527
21,4.275043168271691,8.906424438914257,5.3361660578019245,588.0241001514664,2400.080864483442,376.3452329954675,88.03308368640775,0.38402340029322296,87.64906028611452
22,4.275043168271691,80.15243772021205,21.494988539712494,678.2919424871394,2467.4129581779252,677.8616296500081,158.5625227555429,46.600765695806885,111.961757059736
22c,4.275043168271691,55.0630273983885,21.194988539712497,352.07184772822313,1494.2782805601273,502.817148431228,117.6168587402841,5.7146690876316715,111.90218965265242
23,4.275043168271691,55.0630273983885,21.194988539712497,352.07184772822313,1494.2782805601273,502.817148431228,117.6168587402841,5.7146690876316715,111.90218965265242
24,4.275043168271691,4.999999999997783,5.511166057801924,352.07184772822313,1546.607553479741,437.2365910423071,102.27653238389931,13.020197563125171,89.25633482077414
31,2.3772371406909145,54.778395923531775,20.21301387599898,1655.6312873000059,5593.454403791258,952.4696938020195,400.66246547250057,105.83799274167815,294.8244727308224
32,2.3772371406909145,224.38279694163646,100.26666006840466,1995.0582448989878,5775.505601950326,1632.498938284666,686.7211143311519,378.8768731192383,307.8442412119135
32c,2.3772371406909145,125.2126620950138,100.01666006840466,1068.9817841516906,3562.511058931816,973.2028588038769,409.3840038697307,101.58020308363153,307.80380078609915
33,2.3772371406909145,125.2126620950138,100.01666006840466,1068.9817841516906,3562.511058931816,973.2028588038769,409.3840038697307,101.58020308363153,307.80380078609915
34,2.3772371406909145,50.06302739838867,20.36301387599898,1068.9817841516906,3775.8347946363815,824.5403061379579,346.8481507479374,51.99914555940544,294.8490051885319
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
