Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,300.4,253.6,46.75,0,84.44,7.528,14.14,59.65,69.64,9.284,5.923,15.21,38.95,16.74,55.17,76.27
COMP2,287.3,245,42.29,0,85.28,6.811,12.79,56.33,67.04,8.291,7.04,15.33,45.92,19.03,54.45,76
IHX,144.8,118.9,25.86,0,82.14,4.165,7.823,39.76,45.73,7.102,3.722,10.82,34.39,40.03,76.27,106.8
MOT1,315.5,299.8,15.78,0,95,2.541,4.772,57.39,58.77,2.87,0,2.87,0,2.39,50.52,54.45
MOT2,302.4,287.3,15.12,0,95,2.435,4.574,55.01,56.33,2.751,0,2.751,0,2.39,50.52,54.45
SNK_HX,290.4,280.1,10.33,0,96.44,1.663,3.124,90.43,94.89,3.216,3.564,6.78,52.57,8.803,86.5,94.12
SRC_HX,23.97,7.312,16.66,0,30.51,2.682,5.038,36.32,39.83,25.24,2.069,27.31,7.577,259.5,420.9,1513
VAL1,108.8,24.55,84.26,0,22.57,13.57,25.48,29.88,37.2,23.14,0,23.14,0,451.8,76.27,420.9
VAL2,73.58,,73.58,0,,11.85,22.25,22.34,,22.34,0,22.34,0,inf,84.36,
TOT,621,280.1,330.6,10.3,45.1,53.24,100,112.4,134.7,59.85,22.32,82.16,27.16,165.8,50.28,133.6
