Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,386.7,386.7,70.33,50.52
e2,power,160.3,160.3,29.16,50.52
e3,power,152.3,152.3,31.19,56.9
e4,power,226.4,226.4,41.17,50.52
e5,power,215,215,42.69,55.15
