Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,170.1,145.4,24.66,0,85.5,5.166,10.61,34.57,40.18,5.012,2.903,7.915,36.68,16.22,56.47,76.76
COMP2,270.6,228.7,41.96,0,84.5,8.79,18.06,53.37,66.63,8.275,8.653,16.93,51.12,24.83,54.79,80.94
IHX,119.5,82.33,37.15,0,68.91,7.783,15.99,33.01,39.34,10.26,2.255,12.52,18.01,72.93,76.76,132.7
MOT1,179,170,8.95,0,95,1.875,3.852,32.56,34.57,1.628,1.03,2.658,38.75,6.176,50.52,56.47
MOT2,284.9,270.6,14.24,0,95,2.984,6.13,51.81,53.37,2.591,0,2.591,0,3.013,50.52,54.79
SNK_HX,253.6,241.9,11.72,0,95.38,2.455,5.044,86.79,91.63,4.011,3.553,7.564,46.97,10.69,95.07,105.2
SRC_HX,24.65,0.09935,24.55,0,0.4031,5.143,10.57,8.446,13.36,8.412,2.226,10.64,20.93,3.915e+04,95.19,3.736e+04
VAL1,25.92,14.19,11.73,0,54.75,2.457,5.048,7.163,8.448,3.241,0,3.241,0,115.4,76.76,165.4
VAL2,57.39,,57.39,0,,12.02,24.7,19.18,,19.18,0,19.18,0,inf,92.81,
TOT,477.3,241.9,232.3,3.085,50.68,48.68,100,84.37,105,41.07,20.62,61.69,33.43,145.6,49.1,120.6
