Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.5,183.9,36.59,0,83.4,7.377,14.4,43.15,51.53,7.162,5.422,12.58,43.09,19.41,54.36,77.83
COMP2,229.7,194.1,35.61,0,84.5,7.179,14.01,44.96,55.2,6.969,7.371,14.34,51.4,22.79,54.36,79
IHX,128.4,103.4,24.96,0,80.56,5.031,9.818,59.62,65.76,11.59,4.127,15.72,26.26,36.92,129,176.6
MOT1,232.1,220.5,11.6,0,95,2.339,4.566,42.21,43.15,2.111,0,2.111,0,2.218,50.52,54.36
MOT2,241.8,229.7,12.09,0,95,2.437,4.757,43.98,44.96,2.199,0,2.199,0,2.218,50.52,54.36
SNK_HX,253.6,241.9,11.73,0,95.38,2.364,4.613,104,108.5,4.808,3.582,8.39,42.69,9.413,113.9,124.6
SRC_HX,33.62,9.77e-07,33.62,0,2.906e-06,6.778,13.23,23.99,28.52,23.99,1.824,25.81,7.066,inf,198.2,8.11e+09
VAL1,55.53,11.49,44.04,0,20.69,8.879,17.33,20.43,23.99,16.21,0,16.21,0,467.3,102.2,579.9
VAL2,43.92,,43.92,0,,8.855,17.28,16.96,,16.96,0,16.96,0,inf,107.3,
TOT,496,241.9,254.2,0,48.76,51.24,100,86.2,108.5,44.17,22.33,66.49,33.58,158.2,48.27,124.6
