Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,205,176.7,28.22,0,86.23,5.399,10.58,41.87,48.99,5.765,3.504,9.268,37.8,17.02,56.74,77
COMP2,289,244.3,44.77,0,84.51,8.565,16.78,57.29,70.57,8.873,7.542,16.42,45.94,23.19,55.06,80.26
IHX,125.8,82.98,42.79,0,65.98,8.187,16.04,34.86,42.54,11.86,2.191,14.05,15.59,84.96,77,142.4
MOT1,215.4,204.7,10.77,0,95,2.061,4.039,39.18,41.73,1.959,1.162,3.121,37.22,6.49,50.52,56.64
MOT2,304.2,289,15.21,0,95,2.91,5.703,55.34,57.29,2.767,0,2.767,0,3.526,50.52,55.06
SNK_HX,253.6,241.9,11.76,0,95.36,2.251,4.411,88.34,93.52,4.097,3.667,7.764,47.23,11.01,96.75,107.4
SRC_HX,34.14,11.08,23.06,0,32.46,4.411,8.645,16.11,21.22,10.88,2.151,13.03,16.5,305.8,131.1,532
VAL1,50.97,34.43,16.54,0,67.56,3.164,6.2,14.13,16.25,4.584,0,4.584,0,70.25,77,131.1
VAL2,73.59,,73.59,0,,14.08,27.59,24.77,,24.77,0,24.77,0,inf,93.51,
TOT,522.7,241.9,266.7,14.1,46.28,51.03,100,94.52,114.7,48.23,20.22,68.45,29.53,162.3,50.23,131.8
