Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,196.1,168.5,27.57,0,85.94,6.174,13.47,39.74,46.55,5.588,3.93,9.517,41.29,17.13,56.31,76.74
COMP2,196.1,165.7,30.38,0,84.5,6.804,14.85,38.61,48.26,5.983,6.475,12.46,51.97,24.98,54.71,80.91
IHX,160.9,122,38.92,0,75.81,8.717,19.02,46.96,53.41,11.36,2.385,13.75,17.35,50.03,81.09,121.7
MOT1,206.4,196.1,10.32,0,95,2.311,5.043,37.54,39.74,1.877,1.13,3.006,37.57,5.878,50.52,56.31
MOT2,206.4,196.1,10.32,0,95,2.311,5.043,37.54,38.61,1.877,0,1.877,0,2.869,50.52,54.71
SNK_HX,253.6,241.9,11.74,0,95.37,2.628,5.735,90.07,94.9,4.168,3.607,7.775,46.39,10.48,98.65,109
SRC_HX,33.76,8.185,25.57,0,24.24,5.728,12.5,1.39e-13,4.972,1.053e-13,2.303,2.303,100,inf,1.143e-12,168.8
VAL1,15.8,,15.8,0,,3.538,7.72,4.559,,4.559,0,4.559,0,inf,80.16,
VAL2,34.02,,34.02,0,,7.618,16.62,11.6,,11.6,0,11.6,0,inf,94.71,
TOT,446.5,241.9,204.6,0,54.17,45.83,100,75.07,94.9,34.41,19.83,54.23,36.56,133.4,46.7,109
