Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,153.9,131.8,22.11,0,85.63,4.172,9.669,31.86,38.83,4.577,3.073,7.65,40.17,21.88,57.5,81.84
COMP2,261,221.8,39.26,0,84.96,7.409,17.17,52.4,65.4,7.881,6.071,13.95,43.51,24.8,55.76,81.91
IHX,151.7,120.6,31.17,0,79.45,5.883,13.63,41.71,50.08,8.569,2.873,11.44,25.11,51.12,76.36,115.4
MOT1,162,153.9,8.1,0,95,1.529,3.542,29.47,31.86,1.473,0.9651,2.438,39.58,8.123,50.52,57.5
MOT2,274.8,261,13.74,0,95,2.593,6.008,49.98,52.4,2.499,0,2.499,0,4.848,50.52,55.76
SNK_HX,273,261.9,11.16,0,95.91,2.107,4.882,92.72,98.46,3.791,3.773,7.564,49.88,10.72,94.33,104.4
SRC_HX,53.75,31.64,22.11,0,58.86,4.173,9.67,-4.996e-14,6.156,-2.055e-14,2.257,2.257,100,inf,-2.582e-13,54.05
VAL1,11.7,,11.7,0,,2.208,5.118,3.28,,3.28,0,3.28,0,inf,77.87,
VAL2,69.31,,69.31,0,,13.08,30.31,22.76,,22.76,0,22.76,0,inf,91.22,
TOT,529.9,261.9,228.7,39.37,49.42,43.15,100,79.44,98.46,34.28,19.01,53.29,35.67,150.8,41.65,104.4
