Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,24.48059918336424,30.000000000072077,3.0000000000000004,126.00369009555617,436.6647328256637,21.939592708260854,0.8962032564615443,0.6971804937190172,0.199022762742527
12,24.48059918336424,30.001232813886418,3.1500000000000004,126.02252028799033,436.6771558135291,22.311413682787467,0.9113916500029606,0.6973433675812702,0.21404828242169036
13,24.48059918336424,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.872196479176338,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,6.296144932435512,19.115643836895345,7.140121218144305,599.364368276208,2391.465269098643,641.5709580865032,101.89901359820301,0.002508678961541591,101.89650491924147
22,6.296144932435512,105.38293898676324,34.72735116213206,699.5542580763732,2461.0523828563246,1143.943053231105,181.68944100030402,67.10941558380011,114.5800254165039
22c,6.296144932435512,80.10504566398089,34.42735116213206,436.7281601539358,1733.0940731484925,832.7553379869015,132.2643215687175,17.743464255067636,114.52085731364984
23,6.296144932435512,80.10504566398089,34.42735116213206,436.7281601539358,1733.0940731484925,832.7553379869015,132.2643215687175,17.743464255067636,114.52085731364984
24,6.296144932435512,15.000000000012847,7.315121218144305,436.7281601539358,1823.3428104554052,666.181900011682,105.807904227196,2.7564013842938295,103.05150284290218
31,2.8497744609560898,79.92396413554519,37.03315013474061,1649.6562295220017,5341.700927541422,1335.087814335394,468.4889392571356,170.91683739630088,297.5721018608348
32,2.8497744609560898,182.40137151864968,100.26666006840506,1841.5002370223337,5452.666706407108,1789.097892584013,627.8033286829922,319.95908747107745,307.8442412119147
32c,2.8497744609560898,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1166.6520789519077,409.3840038697307,101.58020308363106,307.80380078609966
33,2.8497744609560898,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1166.6520789519077,409.3840038697307,101.58020308363106,307.80380078609966
34,2.8497744609560898,75.10504566398106,37.18315013474061,1068.9817841516915,3673.3233523054682,1074.0782276658194,376.8993800672457,79.30280487129802,297.59657519594765
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
