f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,component,PEC [EUR],PEC [EUR/kW]
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,COMP1,212091.8,187.99
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,COMP2,425925.3,377.53
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,IHX,103484.8,91.73
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,SNK_HX,305507.6,270.79
R1270,R600,R1270/R600,0.3,20.0,100.0,2.108,0.48,V_OUT,SRC_HX,112911.8,100.08
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,COMP1,191102.3,169.39
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,COMP2,370801.0,328.67
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,IHX,112551.8,99.76
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,SNK_HX,302949.2,268.52
R1270,R600,R1270/R600,0.3,30.0,100.0,2.305,0.465,OK,SRC_HX,116538.9,103.3
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,COMP1,173992.8,154.22
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,COMP2,324304.5,287.45
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,IHX,121038.2,107.28
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,SNK_HX,293734.0,260.36
R1270,R600,R1270/R600,0.3,40.0,100.0,2.532,0.445,OK,SRC_HX,119758.0,106.15
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,COMP1,160151.9,141.95
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,COMP2,284784.1,252.42
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,IHX,128826.5,114.19
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,SNK_HX,283760.9,251.52
R1270,R600,R1270/R600,0.3,50.0,100.0,2.792,0.419,OK,SRC_HX,122612.8,108.68
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,COMP1,228846.8,202.84
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,COMP2,363673.7,322.35
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,IHX,105688.8,93.68
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,SNK_HX,301708.6,267.42
R1270,R600,R1270/R600,0.4,20.0,100.0,2.119,0.482,OK,SRC_HX,113098.6,100.25
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,COMP1,204429.0,181.2
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,COMP2,324304.5,287.45
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,IHX,113960.1,101.01
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,SNK_HX,293734.0,260.36
R1270,R600,R1270/R600,0.4,30.0,100.0,2.3,0.464,OK,SRC_HX,116481.9,103.25
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,COMP1,184734.3,163.74
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,COMP2,290054.6,257.09
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,IHX,121727.5,107.9
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,SNK_HX,285205.7,252.8
R1270,R600,R1270/R600,0.4,40.0,100.0,2.508,0.441,OK,SRC_HX,119512.7,105.93
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,COMP1,168902.1,149.71
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,COMP2,260105.7,230.55
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,IHX,128928.1,114.28
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,SNK_HX,276535.0,245.11
R1270,R600,R1270/R600,0.4,50.0,100.0,2.745,0.411,OK,SRC_HX,122226.4,108.34
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,COMP1,246532.6,218.52
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,COMP2,312363.1,276.87
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,IHX,107752.7,95.51
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,SNK_HX,290930.3,257.87
R1270,R600,R1270/R600,0.5,20.0,100.0,2.093,0.476,OK,SRC_HX,112664.7,99.86
R1270,R600,R1270/R600,0.5,30.0,100.0,2.259,0.455,OK,COMP1,218724.8,193.87
