Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,265.7,223.8,41.92,0,84.22,8.65,17.27,53.52,66.05,8.444,4.596,13.04,35.24,23.41,55.95,81.99
COMP2,163.7,138.3,25.34,0,84.52,5.228,10.44,32.96,43.48,5.104,5.721,10.83,52.85,31.91,55.95,87.32
IHX,169.2,140.8,28.33,0,83.25,5.846,11.67,53.11,62.4,8.896,3.926,12.82,30.62,41.13,87.21,123.1
MOT1,279.7,265.7,13.98,0,95,2.885,5.76,50.87,53.52,2.544,0,2.544,0,5.204,50.52,55.95
MOT2,172.3,163.7,8.614,0,95,1.777,3.548,31.33,32.96,1.567,0,1.567,0,5.204,50.52,55.95
SNK_HX,253.6,241.9,11.75,0,95.37,2.425,4.841,96.61,102.5,4.477,3.631,8.108,44.78,11.22,105.8,117.7
SRC_HX,32.7,9.351,23.35,0,28.6,4.818,9.618,2.03e-14,6.802,1.449e-14,2.382,2.382,100,inf,1.724e-13,202
VAL1,63.97,,63.97,0,,13.2,26.35,19.74,,19.74,0,19.74,0,inf,85.72,
VAL2,25.53,,25.53,0,,5.268,10.52,9.279,,9.279,0,9.279,0,inf,101,
TOT,484.7,241.9,242.8,0,49.9,50.1,100,82.21,102.5,41.18,20.26,61.44,32.97,149.8,47.12,117.7
