Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,175.2,145.5,29.72,0,83.03,5.839,11.25,34.78,43.66,5.901,4.893,10.79,45.33,25.53,55.15,83.37
COMP2,295.7,249.9,45.8,0,84.51,8.997,17.34,58.7,72.56,9.092,7.718,16.81,45.91,23.61,55.14,80.66
IHX,103.6,80.01,23.6,0,77.22,4.636,8.933,31.1,38.96,7.084,4.698,11.78,39.88,62.25,83.37,135.3
MOT1,184.4,175.2,9.221,0,95,1.811,3.49,33.54,34.78,1.677,0,1.677,0,3.687,50.52,55.14
MOT2,311.2,295.7,15.56,0,95,3.057,5.89,56.61,58.7,2.83,0,2.83,0,3.687,50.52,55.14
SNK_HX,253.6,241.9,11.76,0,95.36,2.31,4.451,86.31,91.55,4.002,3.663,7.665,47.79,11.23,94.52,105.1
SRC_HX,22.76,0.02481,22.74,0,0.109,4.466,8.606,16.53,21.85,16.51,2.273,18.78,12.1,1.212e+05,201.7,2.446e+05
VAL1,41.86,12.31,29.56,0,29.39,5.806,11.19,12.56,16.53,8.871,0,8.871,0,347.5,83.37,373.1
VAL2,76.24,,76.24,0,,14.98,28.86,25.21,,25.21,0,25.21,0,inf,91.86,
TOT,509.1,241.9,264.2,3.01,47.51,51.9,100,90.15,113.4,46.79,23.24,70.03,33.19,164.7,49.19,130.2
