Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,274.3,230.5,43.87,0,84.01,7.794,14.72,54.07,64.68,8.647,5.902,14.55,40.56,19.62,54.75,77.96
COMP2,247.6,210.4,37.23,0,84.97,6.614,12.49,48.81,58.62,7.338,5.82,13.16,44.23,20.11,54.75,77.4
IHX,150.1,126.8,23.34,0,84.45,4.146,7.832,76.64,84.16,11.91,5.013,16.93,29.62,30.02,141.8,184.4
MOT1,288.8,274.3,14.44,0,95,2.565,4.845,52.53,54.07,2.626,0,2.626,0,2.949,50.52,54.75
MOT2,260.7,247.6,13.03,0,95,2.315,4.374,47.41,48.81,2.371,0,2.371,0,2.949,50.52,54.75
SNK_HX,273,261.9,11.18,0,95.91,1.986,3.751,117.7,122.7,4.819,3.78,8.599,43.96,8.681,119.7,130.1
SRC_HX,19.31,0.00312,19.3,0,0.01616,3.43,6.478,41.12,45.41,41.11,2.22,43.33,5.122,6.834e+05,591.6,4.043e+06
VAL1,80.35,8.882,71.46,0,11.05,12.7,23.98,33.45,41.12,29.75,0,29.75,0,1012,115.7,1286
VAL2,64.14,,64.14,0,,11.39,21.52,25.09,,25.09,0,25.09,0,inf,108.6,
TOT,562.9,261.9,298,3.017,46.52,52.94,100,99.94,122.7,52.91,22.73,75.64,30.06,163.8,49.32,130.1
