f1,f2,pair,ls,T_src,T_steam,status_4state,status_modern,reason,reason_modern,no_solve_class,COP,eta_Lorenz,Q_H_kW,m_steam [kg/h],T_evap_c1 [°C],T_cond_c1 [°C],T_disch_c1 [°C],T_evap_c2 [°C],T_cond_c2 [°C],T_disch_c2 [°C],p_low_c1 [bar],p_high_c1 [bar],p_low_c2 [bar],p_high_c2 [bar],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],label_c1,label_c2,scale_k,p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,p_OK_c1_modern,p_OK_c2_modern,T_OK_c1_modern,T_OK_c2_modern,V_OK_c1_modern,V_OK_c2_modern,feasible,status,m_steam [kg/s]
R717,R600,R717/R600,0.6,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.36,0.418,1128.2,1800.0,41.7,94.3,164.3,83.3,105.8,108.7,16.3,55.8,10.87,17.05,278.0,600.8,220.02,99.0,335.81,R717-HP,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.7,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.331,0.414,1128.2,1800.0,41.8,98.2,172.9,87.4,105.8,109.1,16.32,60.42,11.84,17.05,284.6,547.1,241.87,79.89,338.7,R717-HP,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.6,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.314,0.412,1128.2,1800.0,41.8,94.3,164.2,83.5,105.6,109.4,16.33,55.8,14.43,22.03,275.9,517.6,218.42,105.03,340.47,R717-HP,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.7,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.298,0.41,1128.2,1800.0,41.8,98.2,172.9,87.5,105.6,109.7,16.34,60.42,15.64,22.03,283.0,471.3,240.59,84.41,342.11,R717-HP,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.3,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.129,0.388,1128.2,1800.0,41.9,82.4,94.6,71.2,105.8,107.5,14.32,32.78,8.32,17.05,459.1,801.0,182.56,159.92,360.51,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.4,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.066,0.38,1128.2,1800.0,42.1,86.4,99.2,75.3,105.8,107.9,14.36,35.26,9.12,17.05,489.2,726.9,210.53,139.01,367.94,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.3,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.054,0.378,1128.2,1800.0,42.1,82.4,94.6,71.4,105.6,108.5,14.36,32.78,11.21,22.03,452.4,688.6,179.75,171.24,369.47,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,3.007,0.372,1128.2,1800.0,42.2,86.4,99.2,75.4,105.6,108.8,14.39,35.26,12.21,22.03,483.4,625.6,207.95,148.43,375.14,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.5,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.974,0.368,1128.2,1800.0,42.2,90.4,103.9,79.3,105.8,108.3,14.41,37.89,9.97,17.05,522.7,660.5,241.67,118.7,379.34,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.7,50,100.0,HARD,OK,"p_c1, T_c1, V_c1, V_c2",,,2.961,0.445,1128.2,1800.0,32.3,95.3,183.8,84.4,105.8,108.8,12.48,56.93,11.11,17.05,346.6,586.9,267.84,94.17,381.06,R717-HP,R600,1.0,False,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.5,60,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.931,0.362,1128.2,1800.0,42.3,90.4,103.9,79.5,105.6,109.1,14.44,37.89,13.29,22.03,517.8,568.8,239.36,126.37,384.97,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.7,50,100.0,HARD,OK,"p_c1, T_c1, V_c1, V_c2",,,2.929,0.44,1128.2,1800.0,32.4,95.3,183.6,84.5,105.6,109.5,12.51,56.93,14.72,22.03,344.2,505.6,266.1,99.81,385.16,R717-HP,R600a,1.0,False,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.3,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.792,0.419,1128.2,1800.0,32.6,75.4,92.8,64.1,105.8,106.9,13.89,34.16,7.05,17.05,432.9,952.5,185.88,197.98,404.06,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.4,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.774,0.416,1128.2,1800.0,32.5,80.5,93.8,69.2,105.8,107.3,11.48,31.59,7.94,17.05,550.5,841.3,215.8,170.6,406.74,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.4,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.745,0.411,1128.2,1800.0,32.7,80.4,99.0,69.2,105.8,107.3,13.92,37.47,7.94,17.05,465.7,841.3,219.82,170.6,410.98,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.3,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.713,0.406,1128.2,1800.0,32.8,75.4,92.7,64.3,105.6,108.0,13.95,34.16,9.59,22.03,424.3,816.6,182.05,212.98,415.82,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.4,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.712,0.406,1128.2,1800.0,32.7,80.5,93.7,69.4,105.6,108.4,11.52,31.59,10.73,22.03,541.6,722.8,212.31,182.93,416.04,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.5,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.701,0.404,1128.2,1800.0,32.7,85.4,99.5,74.2,105.8,107.8,11.53,34.63,8.91,17.05,593.9,744.7,252.6,144.18,417.67,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.4,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.685,0.402,1128.2,1800.0,32.9,80.4,98.9,69.4,105.6,108.4,13.97,37.47,10.73,22.03,458.3,722.8,216.29,182.93,420.23,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.6,40,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.685,0.473,1128.2,1800.0,22.8,86.3,182.6,75.3,105.8,107.9,9.36,47.37,9.12,17.05,414.2,726.9,260.23,139.01,420.26,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.7,40,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.664,0.47,1128.2,1800.0,22.8,92.3,196.4,81.3,105.8,108.5,9.37,53.59,10.41,17.05,428.3,629.9,293.61,108.78,423.57,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.5,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.656,0.397,1128.2,1800.0,32.8,85.4,99.5,74.4,105.6,108.8,11.56,34.63,11.96,22.03,586.5,640.7,249.48,154.06,424.78,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.6,40,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.642,0.466,1128.2,1800.0,22.9,86.3,182.4,75.4,105.6,108.8,9.39,47.37,12.21,22.03,409.2,625.6,257.3,148.43,427.08,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.7,40,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.634,0.464,1128.2,1800.0,22.9,92.3,196.2,81.5,105.6,109.3,9.39,53.59,13.85,22.03,424.7,542.6,291.31,115.61,428.34,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.6,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.594,0.387,1128.2,1800.0,33.0,90.4,105.2,79.3,105.8,108.3,11.6,37.89,9.97,17.05,643.2,660.5,294.49,118.7,434.94,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.6,50,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.563,0.382,1128.2,1800.0,33.0,90.4,105.2,79.5,105.6,109.1,11.62,37.89,13.29,22.03,637.1,568.8,291.79,126.37,440.17,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.4,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.508,0.441,1128.2,1800.0,23.2,74.4,94.3,63.1,105.8,106.8,11.03,33.52,6.88,17.05,526.5,976.8,223.78,203.57,449.84,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.5,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.468,0.433,1128.2,1800.0,23.2,80.5,95.4,69.2,105.8,107.3,9.09,31.59,7.94,17.05,685.3,841.3,263.7,170.6,457.16,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.5,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.448,0.43,1128.2,1800.0,23.4,80.4,101.6,69.2,105.8,107.3,11.08,37.47,7.94,17.05,572.6,841.3,267.2,170.6,460.84,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.4,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.445,0.429,1128.2,1800.0,23.4,74.4,94.3,63.3,105.6,108.0,11.08,33.52,9.37,22.03,515.5,837.0,219.19,219.14,461.39,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.6,30,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.437,0.493,1128.2,1800.0,13.3,82.3,194.6,71.2,105.8,107.5,6.87,43.54,8.32,17.05,518.0,801.0,279.88,159.92,462.95,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.5,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.422,0.425,1128.2,1800.0,23.3,80.5,95.3,69.4,105.6,108.4,9.12,31.59,10.73,22.03,674.3,722.8,259.62,182.93,465.84,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.5,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.403,0.421,1128.2,1800.0,23.5,80.4,101.6,69.4,105.6,108.4,11.12,37.47,10.73,22.03,563.6,722.8,263.09,182.93,469.49,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.6,30,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.396,0.484,1128.2,1800.0,13.4,82.3,194.3,71.4,105.6,108.5,6.9,43.54,11.21,22.03,510.3,688.6,276.08,171.24,470.87,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.6,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.375,0.416,1128.2,1800.0,23.4,86.4,102.1,75.3,105.8,107.9,9.15,35.26,9.12,17.05,748.7,726.9,312.19,139.01,474.95,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.6,40,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.345,0.411,1128.2,1800.0,23.6,86.4,102.1,75.4,105.6,108.8,9.18,35.26,12.21,22.03,739.9,625.6,308.68,148.43,481.17,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.5,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.259,0.455,1128.2,1800.0,13.8,75.4,98.6,64.1,105.8,106.9,8.64,34.16,7.05,17.05,663.5,952.5,276.49,197.98,499.44,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600,R717/R600,0.5,20,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.223,0.507,1128.2,1800.0,3.8,70.4,188.8,59.0,105.8,106.5,4.93,33.42,6.23,17.05,629.3,1081.1,255.73,226.32,507.42,R717-HP,R600,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.5,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.213,0.446,1128.2,1800.0,14.0,75.4,98.5,64.3,105.6,108.0,8.68,34.16,9.59,22.03,650.4,816.6,271.27,212.98,509.74,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.6,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.189,0.441,1128.2,1800.0,13.9,82.4,99.4,71.2,105.8,107.5,7.1,32.78,8.32,17.05,884.6,801.0,329.67,159.92,515.37,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R717,R600a,R717/R600a,0.5,20,100.0,HARD,OK,"T_c1, V_c1, V_c2",,,2.169,0.494,1128.2,1800.0,3.9,70.4,188.3,59.2,105.6,107.7,4.96,33.42,8.54,22.03,613.3,924.3,249.85,244.23,520.08,R717-HP,R600a,1.0,True,True,False,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.6,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.159,0.434,1128.2,1800.0,14.1,82.4,99.4,71.4,105.6,108.5,7.13,32.78,11.21,22.03,871.9,688.6,325.22,171.24,522.59,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.5,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.093,0.476,1128.2,1800.0,4.3,70.5,96.0,59.0,105.8,106.5,6.62,31.08,6.23,17.05,781.7,1081.1,285.7,226.32,538.96,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.7,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.068,0.415,1128.2,1800.0,14.4,89.4,107.2,78.3,105.8,108.2,7.19,37.22,9.75,17.05,979.0,676.5,394.5,123.73,545.5,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.7,30,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.05,0.411,1128.2,1800.0,14.5,89.4,107.2,78.4,105.6,109.1,7.21,37.22,13.01,22.03,969.4,582.5,390.89,131.81,550.22,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.5,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.048,0.465,1128.2,1800.0,4.5,70.5,95.9,59.2,105.6,107.7,6.66,31.08,8.54,22.03,762.7,924.3,279.16,244.23,550.94,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600,R1270/R600,0.6,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,2.026,0.46,1128.2,1800.0,4.6,78.4,105.5,67.1,105.8,107.2,6.68,36.11,7.57,17.05,866.0,883.9,347.68,181.44,556.96,R1270,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R1270,R600a,R1270/R600a,0.6,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,1.996,0.453,1128.2,1800.0,4.7,78.4,105.5,67.3,105.6,108.2,6.7,36.11,10.26,22.03,851.1,758.8,342.12,194.81,565.19,R1270,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600,R290/R600,0.7,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,1.919,0.435,1128.2,1800.0,4.9,86.4,105.9,75.3,105.8,107.9,5.49,35.26,9.12,17.05,1183.9,726.9,419.57,139.01,587.98,R290,R600,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
R290,R600a,R290/R600a,0.7,20,100.0,HARD,OK,"p_c1, V_c1, V_c2",,,1.902,0.431,1128.2,1800.0,4.9,86.4,105.8,75.4,105.6,108.8,5.5,35.26,12.21,22.03,1170.2,625.6,415.11,148.43,593.2,R290,R600a,1.0,False,True,True,True,False,False,True,True,True,True,True,True,False,ok,0.5
