f1,f2,ls,T_src,T_steam,no_solve_class,label_c1,label_c2,Q_H_kW,m_steam [kg/s],m_steam [kg/h],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],scale_k,COP,eta_Lorenz,p_low_c1 [bar],p_high_c1 [bar],T_disch_c1 [°C],p_low_c2 [bar],p_high_c2 [bar],T_disch_c2 [°C],p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,feasible,reason,status,status_4state
R290,R600a,0.5,20,100.0,,R290,R600a,1128.2,0.5,1800.0,924.4,909.5,276.1,237.43,540.56,1.0,2.087,0.475,5.51,25.87,87.5,8.69,21.78,107.1,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600a,0.5,30,100.0,,R290,R600a,1128.2,0.5,1800.0,770.9,804.9,264.15,206.64,495.57,1.0,2.277,0.458,7.32,28.49,90.7,9.74,21.78,107.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600a,0.5,40,100.0,,R290,R600a,1128.2,0.5,1800.0,831.9,713.5,303.77,176.98,506.05,1.0,2.229,0.418,7.32,31.32,96.4,10.88,21.78,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.5,50,100.0,,R290,R600a,1128.2,0.5,1800.0,901.1,633.4,348.59,148.46,523.21,1.0,2.156,0.376,7.32,34.36,102.1,12.11,21.78,108.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.5,60,100.0,,R290,R600a,1128.2,0.5,1800.0,981.2,562.9,400.17,121.05,548.66,1.0,2.056,0.331,7.32,37.64,107.8,13.44,21.78,108.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,20,100.0,,R290,R600a,1128.2,0.5,1800.0,1039.4,748.6,339.82,188.71,556.35,1.0,2.028,0.462,5.51,30.16,96.4,10.41,21.78,107.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600a,0.6,30,100.0,,R290,R600a,1128.2,0.5,1800.0,858.5,680.2,321.0,165.43,512.04,1.0,2.203,0.443,7.32,32.51,98.7,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,40,100.0,,R290,R600a,1128.2,0.5,1800.0,916.2,618.5,358.31,142.89,527.57,1.0,2.138,0.401,7.32,35.0,103.2,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,50,100.0,,R290,R600a,1128.2,0.5,1800.0,981.2,562.9,400.17,121.05,548.66,1.0,2.056,0.358,7.32,37.64,107.8,13.44,21.78,108.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.6,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600a,0.7,20,100.0,,R290,R600a,1128.2,0.5,1800.0,1177.9,618.5,416.55,142.89,588.88,1.0,1.916,0.436,5.51,35.0,105.4,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,30,100.0,,R290,R600a,1128.2,0.5,1800.0,964.2,576.3,389.22,126.44,542.8,1.0,2.078,0.418,7.32,36.96,106.7,13.16,21.78,108.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,40,100.0,,R290,R600a,1128.2,0.5,1800.0,1017.1,537.2,423.16,110.4,561.64,1.0,2.009,0.377,7.32,39.03,110.1,14.0,21.78,108.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600a,0.7,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600a,0.7,60,100.0,,R290,R600a,1128.2,0.5,1800.0,1062.0,467.2,446.15,79.48,553.3,1.0,2.039,0.328,7.32,39.74,111.2,15.79,21.78,109.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.3,20,100.0,,R290,R600,1128.2,0.5,1800.0,765.5,1599.9,181.39,313.2,520.62,1.0,2.167,0.494,5.51,18.67,69.5,4.23,16.8,105.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,30,100.0,,R290,R600,1128.2,0.5,1800.0,648.2,1330.7,178.36,270.62,472.61,1.0,2.387,0.48,7.32,21.61,74.9,5.09,16.8,105.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,40,100.0,,R290,R600,1128.2,0.5,1800.0,711.8,1112.6,220.49,229.73,473.91,1.0,2.381,0.447,7.32,24.87,82.8,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,50,100.0,,R290,R600,1128.2,0.5,1800.0,784.3,934.5,268.76,190.57,483.5,1.0,2.333,0.406,7.32,28.49,90.7,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.3,60,100.0,,R290,R600,1128.2,0.5,1800.0,869.4,788.2,325.1,153.15,503.41,1.0,2.241,0.36,7.32,32.51,98.7,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.4,20,100.0,,R290,R600,1128.2,0.5,1800.0,849.1,1296.7,228.18,264.67,518.79,1.0,2.175,0.495,5.51,22.05,78.5,5.22,16.8,105.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,30,100.0,,R290,R600,1128.2,0.5,1800.0,711.8,1112.6,220.49,229.73,473.91,1.0,2.381,0.478,7.32,24.87,82.8,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,40,100.0,,R290,R600,1128.2,0.5,1800.0,773.3,957.8,261.42,196.06,481.56,1.0,2.343,0.439,7.32,27.95,89.6,7.03,16.8,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.4,50,100.0,,R290,R600,1128.2,0.5,1800.0,843.6,827.2,308.02,163.66,496.51,1.0,2.272,0.396,7.32,31.32,96.4,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.4,60,100.0,,R290,R600,1128.2,0.5,1800.0,925.8,716.3,362.07,132.54,520.64,1.0,2.167,0.348,7.32,35.0,103.2,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,20,100.0,,R290,R600,1128.2,0.5,1800.0,944.2,1058.0,282.01,218.36,526.71,1.0,2.142,0.488,5.51,25.87,87.5,6.38,16.8,105.9,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.5,30,100.0,,R290,R600,1128.2,0.5,1800.0,784.3,934.5,268.76,190.57,483.5,1.0,2.333,0.469,7.32,28.49,90.7,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.5,40,100.0,,R290,R600,1128.2,0.5,1800.0,843.6,827.2,308.02,163.66,496.51,1.0,2.272,0.426,7.32,31.32,96.4,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,50,100.0,,R290,R600,1128.2,0.5,1800.0,911.1,733.6,352.44,137.64,515.87,1.0,2.187,0.381,7.32,34.36,102.1,9.06,16.8,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.5,60,100.0,,R290,R600,1128.2,0.5,1800.0,989.6,651.7,403.57,112.5,543.23,1.0,2.077,0.334,7.32,37.64,107.8,10.12,16.8,107.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,20,100.0,,R290,R600,1128.2,0.5,1800.0,1055.3,868.3,345.03,174.32,546.68,1.0,2.064,0.47,5.51,30.16,96.4,7.72,16.8,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R290,R600,0.6,30,100.0,,R290,R600,1128.2,0.5,1800.0,869.4,788.2,325.1,153.15,503.41,1.0,2.241,0.45,7.32,32.51,98.7,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,40,100.0,,R290,R600,1128.2,0.5,1800.0,925.8,716.3,362.07,132.54,520.64,1.0,2.167,0.406,7.32,35.0,103.2,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,50,100.0,,R290,R600,1128.2,0.5,1800.0,989.6,651.7,403.57,112.5,543.23,1.0,2.077,0.362,7.32,37.64,107.8,10.12,16.8,107.6,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.6,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600,0.7,20,100.0,,R290,R600,1128.2,0.5,1800.0,1190.2,716.3,420.92,132.54,582.59,1.0,1.937,0.441,5.51,35.0,105.4,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,30,100.0,,R290,R600,1128.2,0.5,1800.0,972.8,667.3,392.71,117.46,537.02,1.0,2.101,0.422,7.32,36.96,106.7,9.9,16.8,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,40,100.0,,R290,R600,1128.2,0.5,1800.0,1024.8,621.9,426.36,102.7,556.91,1.0,2.026,0.38,7.32,39.03,110.1,10.56,16.8,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R290,R600,0.7,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R290,R600,0.7,60,100.0,,R290,R600,1128.2,0.5,1800.0,1067.4,541.0,448.42,74.15,550.07,1.0,2.051,0.33,7.32,39.74,111.2,11.99,16.8,108.4,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.3,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,610.0,1362.2,175.81,343.44,546.58,1.0,2.064,0.47,6.76,22.35,75.5,5.89,21.78,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,525.4,1138.5,174.89,295.67,495.32,1.0,2.278,0.458,8.92,25.8,80.3,7.02,21.78,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,579.5,955.5,217.77,250.06,492.45,1.0,2.291,0.43,8.92,29.63,89.0,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.3,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,640.7,804.9,267.18,206.64,498.75,1.0,2.262,0.394,8.92,33.89,97.6,9.74,21.78,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.3,60,100.0,,R1270,R600a,1128.2,0.5,1800.0,712.2,680.2,325.22,165.43,516.48,1.0,2.184,0.351,8.92,38.61,106.2,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,680.8,1110.1,223.13,289.02,539.11,1.0,2.093,0.477,6.76,26.32,85.4,7.19,21.78,106.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.4,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,579.5,955.5,217.77,250.06,492.45,1.0,2.291,0.46,8.92,29.63,89.0,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600a,0.4,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,631.4,824.7,259.65,212.71,497.22,1.0,2.269,0.426,8.92,33.25,96.4,9.52,21.78,107.4,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,690.5,713.5,307.59,176.98,510.07,1.0,2.212,0.385,8.92,37.21,103.8,10.88,21.78,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.4,60,100.0,,R1270,R600a,1128.2,0.5,1800.0,759.4,618.5,363.54,142.89,533.08,1.0,2.116,0.34,8.92,41.54,111.2,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,760.1,909.5,277.79,237.43,542.33,1.0,2.08,0.474,6.76,30.8,95.2,8.69,21.78,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,640.7,804.9,267.18,206.64,498.75,1.0,2.262,0.455,8.92,33.89,97.6,9.74,21.78,107.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,690.5,713.5,307.59,176.98,510.07,1.0,2.212,0.415,8.92,37.21,103.8,10.88,21.78,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,50,100.0,,R1270,R600a,1128.2,0.5,1800.0,747.1,633.4,353.54,148.46,528.42,1.0,2.135,0.372,8.92,40.79,109.9,12.11,21.78,108.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.5,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.6,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,852.0,748.6,342.02,188.71,558.66,1.0,2.019,0.46,6.76,35.85,104.9,10.41,21.78,107.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,30,100.0,,R1270,R600a,1128.2,0.5,1800.0,712.2,680.2,325.22,165.43,516.48,1.0,2.184,0.439,8.92,38.61,106.2,11.36,21.78,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,759.4,618.5,363.54,142.89,533.08,1.0,2.116,0.397,8.92,41.54,111.2,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.6,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.6,60,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600a,0.7,20,100.0,,R1270,R600a,1128.2,0.5,1800.0,962.7,618.5,419.75,142.89,592.25,1.0,1.905,0.434,6.76,41.54,114.6,12.36,21.78,108.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.7,30,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600a,0.7,40,100.0,,R1270,R600a,1128.2,0.5,1800.0,793.1,537.2,384.0,110.4,520.42,1.0,2.168,0.407,8.92,42.3,112.4,14.0,21.78,108.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600a,0.7,50,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600a,0.7,60,100.0,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C,NOSOLVE
R1270,R600,0.3,20,100.0,,R1270,R600,1128.2,0.5,1800.0,633.5,1599.9,182.58,313.2,521.88,1.0,2.162,0.492,6.76,22.35,75.5,4.23,16.8,105.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,30,100.0,,R1270,R600,1128.2,0.5,1800.0,541.2,1330.7,180.15,270.62,474.49,1.0,2.378,0.478,8.92,25.8,80.3,5.09,16.8,105.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,40,100.0,,R1270,R600,1128.2,0.5,1800.0,592.9,1112.6,222.81,229.73,476.35,1.0,2.368,0.444,8.92,29.63,89.0,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.3,50,100.0,,R1270,R600,1128.2,0.5,1800.0,651.9,934.5,271.84,190.57,486.74,1.0,2.318,0.404,8.92,33.89,97.6,7.2,16.8,106.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.3,60,100.0,,R1270,R600,1128.2,0.5,1800.0,721.3,788.2,329.37,153.15,507.92,1.0,2.221,0.357,8.92,38.61,106.2,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,20,100.0,,R1270,R600,1128.2,0.5,1800.0,700.5,1296.7,229.61,264.67,520.29,1.0,2.168,0.494,6.76,26.32,85.4,5.22,16.8,105.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.4,30,100.0,,R1270,R600,1128.2,0.5,1800.0,592.9,1112.6,222.81,229.73,476.35,1.0,2.368,0.476,8.92,29.63,89.0,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R1270,R600,0.4,40,100.0,,R1270,R600,1128.2,0.5,1800.0,642.9,957.8,264.37,196.06,484.66,1.0,2.328,0.437,8.92,33.25,96.4,7.03,16.8,106.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,50,100.0,,R1270,R600,1128.2,0.5,1800.0,700.2,827.2,311.89,163.66,500.58,1.0,2.254,0.393,8.92,37.21,103.8,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.4,60,100.0,,R1270,R600,1128.2,0.5,1800.0,767.4,716.3,367.35,132.54,526.2,1.0,2.144,0.345,8.92,41.54,111.2,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,20,100.0,,R1270,R600,1128.2,0.5,1800.0,776.4,1058.0,283.74,218.36,528.52,1.0,2.135,0.486,6.76,30.8,95.2,6.38,16.8,105.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,30,100.0,,R1270,R600,1128.2,0.5,1800.0,651.9,934.5,271.84,190.57,486.74,1.0,2.318,0.466,8.92,33.89,97.6,7.2,16.8,106.3,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,40,100.0,,R1270,R600,1128.2,0.5,1800.0,700.2,827.2,311.89,163.66,500.58,1.0,2.254,0.423,8.92,37.21,103.8,8.09,16.8,106.7,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,50,100.0,,R1270,R600,1128.2,0.5,1800.0,755.4,733.6,357.45,137.64,521.14,1.0,2.165,0.377,8.92,40.79,109.9,9.06,16.8,107.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.5,60,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.6,20,100.0,,R1270,R600,1128.2,0.5,1800.0,865.0,868.3,347.26,174.32,549.02,1.0,2.055,0.468,6.76,35.85,104.9,7.72,16.8,106.5,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,30,100.0,,R1270,R600,1128.2,0.5,1800.0,721.3,788.2,329.37,153.15,507.92,1.0,2.221,0.446,8.92,38.61,106.2,8.47,16.8,106.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,40,100.0,,R1270,R600,1128.2,0.5,1800.0,767.4,716.3,367.35,132.54,526.2,1.0,2.144,0.402,8.92,41.54,111.2,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.6,50,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.6,60,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600,0.7,20,100.0,,R1270,R600,1128.2,0.5,1800.0,972.8,716.3,424.16,132.54,586.0,1.0,1.925,0.439,6.76,41.54,114.6,9.27,16.8,107.2,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.7,30,100.0,convergence,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge,NOSOLVE
R1270,R600,0.7,40,100.0,,R1270,R600,1128.2,0.5,1800.0,799.1,621.9,386.9,102.7,515.37,1.0,2.189,0.411,8.92,42.3,112.4,10.56,16.8,107.8,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R1270,R600,0.7,50,100.0,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar,NOSOLVE
R1270,R600,0.7,60,100.0,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C,NOSOLVE
R717,R600a,0.3,20,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,531.3,1362.2,165.55,343.44,535.78,1.0,2.106,0.48,5.16,22.52,143.3,5.89,21.78,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,30,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,424.5,1138.5,161.41,295.67,481.14,1.0,2.345,0.471,7.28,26.79,138.2,7.02,21.78,106.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,447.8,955.5,195.52,250.06,469.03,1.0,2.405,0.451,7.28,31.63,155.6,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,470.4,804.9,231.71,206.64,461.42,1.0,2.445,0.426,7.28,37.1,172.8,9.74,21.78,107.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.3,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,492.4,680.2,269.88,165.43,458.23,1.0,2.462,0.396,7.28,43.24,189.7,11.36,21.78,108.0,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.4,20,100.0,,R717-LP,R600a,1128.2,0.5,1800.0,566.6,1110.1,204.66,289.02,519.67,1.0,2.171,0.495,5.16,27.44,164.1,7.19,21.78,106.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,30,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,447.8,955.5,195.52,250.06,469.03,1.0,2.405,0.483,7.28,31.63,155.6,8.3,21.78,107.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.4,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,467.2,824.7,226.41,212.71,462.23,1.0,2.441,0.458,7.28,36.27,170.4,9.52,21.78,107.4,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
