Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,205.3,177.1,28.26,0,86.24,5.403,10.58,41.94,49.07,5.772,3.511,9.283,37.83,17,56.74,76.98
COMP2,289,244.3,44.77,0,84.51,8.559,16.77,57.28,70.56,8.873,7.542,16.41,45.95,23.18,55.06,80.24
IHX,125.8,82.98,42.86,0,65.94,8.195,16.05,34.87,42.55,11.88,2.189,14.07,15.56,85.05,76.98,142.5
MOT1,215.8,205,10.79,0,95,2.063,4.042,39.25,41.8,1.963,1.163,3.126,37.2,6.483,50.52,56.63
MOT2,304.2,289,15.21,0,95,2.908,5.697,55.34,57.28,2.767,0,2.767,0,3.521,50.52,55.06
SNK_HX,253.6,241.9,11.76,0,95.36,2.249,4.406,88.34,93.52,4.097,3.667,7.764,47.23,11,96.75,107.4
SRC_HX,34.34,11.18,23.16,0,32.55,4.429,8.676,16.18,21.29,10.91,2.143,13.06,16.41,304.2,130.9,529
VAL1,51.23,34.64,16.59,0,67.62,3.171,6.212,14.2,16.32,4.597,0,4.597,0,70.01,76.98,130.9
VAL2,73.59,,73.59,0,,14.07,27.56,24.77,,24.77,0,24.77,0,inf,93.5,
TOT,523,241.9,267,14.17,46.24,51.05,100,94.59,114.8,48.29,20.22,68.5,29.51,162.5,50.24,131.8
