Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,180.6,151.6,28.94,0,83.97,6.684,15.14,35.73,43.03,5.728,3.75,9.478,39.56,20.41,54.97,78.83
COMP2,153.1,129.4,23.7,0,84.52,5.473,12.4,30.31,38.71,4.691,5.496,10.19,53.95,27.71,54.97,83.06
IHX,172,147.2,24.82,0,85.57,5.731,12.98,39.57,47.3,5.709,4.686,10.39,45.08,39.67,63.9,89.25
MOT1,190.1,180.6,9.503,0,95,2.195,4.972,34.57,35.73,1.729,0,1.729,0,3.366,50.52,54.97
MOT2,161.2,153.1,8.06,0,95,1.861,4.217,29.32,30.31,1.466,0,1.466,0,3.366,50.52,54.97
SNK_HX,253.6,241.9,11.76,0,95.36,2.716,6.153,78.92,84,3.66,3.639,7.299,49.86,11.61,86.43,96.47
SRC_HX,81.76,56.57,25.19,0,69.19,5.816,13.18,1.499e-13,5.623,4.617e-14,2.54,2.54,100,inf,5.092e-13,27.61
VAL1,36.17,,36.17,0,,8.354,18.92,9.078,,9.078,0,9.078,0,inf,69.71,
VAL2,23,,23,0,,5.312,12.03,7.08,,7.08,0,7.08,0,inf,85.5,
TOT,433,241.9,191.2,0,55.86,44.14,100,63.89,84,28.2,20.11,48.31,41.62,135.4,40.98,96.47
