Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.6,181.9,33.71,0,84.36,7.541,16.43,42.81,50.9,6.694,3.522,10.22,34.48,18.89,55.16,77.73
COMP2,132.5,112.1,20.49,0,84.54,4.584,9.989,26.32,34.17,4.069,5.08,9.149,55.53,29.84,55.16,84.72
IHX,187.7,160,27.68,0,85.25,6.193,13.5,44.05,52.2,6.497,4.405,10.9,40.41,39.01,65.2,90.63
MOT1,226.9,215.6,11.35,0,95,2.539,5.532,41.28,42.81,2.064,0,2.064,0,3.722,50.52,55.16
MOT2,139.5,132.5,6.976,0,95,1.561,3.401,25.38,26.32,1.269,0,1.269,0,3.722,50.52,55.16
SNK_HX,253.7,241.9,11.78,0,95.36,2.636,5.744,80.61,85.86,3.744,3.654,7.397,49.39,11.7,88.27,98.6
SRC_HX,80.52,56.1,24.42,0,69.67,5.464,11.91,3.044e-14,5.848,9.233e-15,2.542,2.542,100,inf,1.05e-13,28.95
VAL1,50.31,,50.31,0,,11.26,24.53,12.7,,12.7,0,12.7,0,inf,70.1,
VAL2,18.38,,18.38,0,,4.113,8.963,5.768,,5.768,0,5.768,0,inf,87.16,
TOT,447,241.9,205.1,0,54.11,45.89,100,66.65,85.86,30.58,19.2,49.79,38.57,138,41.42,98.6
