Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
CC,1242,855.9,386.5,0,68.89,30.73,41.84,91.07,91.07,28.33,0,28.33,0,45.16,20.36,29.56
GAS_HX,817.4,280.1,537.3,0,34.26,42.72,58.16,86.97,86.97,57.17,0,57.17,0,191.9,29.56,86.26
TOT,1258,280.1,923.8,53.78,22.27,73.45,100,91.12,91.12,66.93,0,66.93,0,349.1,20.13,90.38
