Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,204.4,175.9,28.48,0,86.07,6.054,12.63,41.16,47.99,5.734,4.573,10.31,44.37,16.6,55.92,75.76
COMP2,229.7,194.1,35.61,0,84.5,7.57,15.79,44.94,55.14,6.967,7.371,14.34,51.41,22.69,54.34,78.9
IHX,144.9,103.4,41.47,0,71.37,8.816,18.4,39.52,45.04,11.31,2.229,13.54,16.46,59.68,75.76,121
MOT1,215.2,204.4,10.76,0,95,2.287,4.772,39.14,41.15,1.957,1.161,3.118,37.23,5.146,50.52,55.92
MOT2,241.8,229.7,12.09,0,95,2.57,5.363,43.98,44.94,2.199,0,2.199,0,2.181,50.52,54.34
SNK_HX,253.6,241.9,11.73,0,95.38,2.492,5.201,85.77,90.28,3.966,3.582,7.548,47.46,10.36,93.95,103.7
SRC_HX,25.03,0.122,24.91,0,0.4871,5.295,11.05,9.779,13.99,9.731,2.238,11.97,18.7,2.927e+04,108.5,3.187e+04
VAL1,31.07,14.58,16.49,0,46.93,3.504,7.312,8.473,9.781,4.497,0,4.497,0,146,75.76,186.4
VAL2,43.92,,43.92,0,,9.336,19.48,14.4,,14.4,0,14.4,0,inf,91.09,
TOT,470.4,241.9,225.5,3.107,51.41,47.93,100,83.12,104.3,39.84,21.15,60.99,34.68,144,49.08,119.8
