Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,299,252.8,46.19,0,84.55,7.776,14.71,58.74,68.3,9.075,5.179,14.25,36.33,16.28,54.57,75.05
COMP2,255.6,218,37.61,0,85.29,6.33,11.98,50.22,60.09,7.388,6.309,13.7,46.06,19.67,54.57,76.57
IHX,160.1,133.9,26.17,0,83.65,4.405,8.333,80.23,86.7,13.11,3.992,17.11,23.34,29.19,139.2,179.8
MOT1,314.7,299,15.74,0,95,2.649,5.011,57.25,58.74,2.862,0,2.862,0,2.608,50.52,54.57
MOT2,269.1,255.6,13.45,0,95,2.264,4.284,48.94,50.22,2.447,0,2.447,0,2.608,50.52,54.57
SNK_HX,290.4,280.1,10.34,0,96.44,1.741,3.294,122.8,127.4,4.375,3.595,7.97,45.1,7.556,117.5,126.4
SRC_HX,17.05,0.01687,17.03,0,0.09894,2.867,5.424,46.65,50.42,46.61,2.151,48.76,4.412,1.091e+05,760.1,8.302e+05
VAL1,92.74,6.768,85.97,0,7.298,14.47,27.38,38.49,46.65,35.69,0,35.69,0,1561,115.3,1915
VAL2,61.52,,61.52,0,,10.36,19.59,23.96,,23.96,0,23.96,0,inf,108.2,
TOT,594.1,280.1,314,0,47.14,52.86,100,106.2,127.4,56.13,21.23,77.35,27.44,154.5,49.65,126.4
