Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,1266.3671262851833,1266.3671262851833,227.946082731333,50.00000000000001
e2,power,488.2524299446068,488.2524299446068,87.88543739002922,50.0
e3,power,480.9286434954377,480.9286434954377,88.85444150516528,51.32110478511039
e4,power,777.6567351532807,777.6567351532807,139.97821232759054,50.000000000000014
e5,power,765.9918841259815,765.9918841259815,141.5215790991851,51.32110478511039
e6,power,0.434409213822348,0.434409213822348,0.07819365848802265,50.00000000000001
e7,power,0.4278930756150127,0.4278930756150127,0.07905580333366045,51.3211047851104
e8,power,0.023551973473794195,0.023551973473794195,0.004239355225282956,50.00000000000001
e9,power,0.023198693871687284,0.023198693871687284,0.0042860973566396215,51.3211047851104
