Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,164.8,141.2,23.59,0,85.69,4.527,9.209,33.9,41.63,4.851,4.102,8.953,45.82,22.8,57.13,81.88
COMP2,317.3,269.4,47.93,0,84.9,9.201,18.72,63.33,79.7,9.565,9.002,18.57,48.48,25.85,55.43,82.18
IHX,118.1,83.22,34.89,0,70.46,6.697,13.62,34.81,42.4,10.28,2.224,12.51,17.78,72.86,81.88,141.5
MOT1,173.5,164.8,8.674,0,95,1.665,3.387,31.55,33.9,1.578,1.009,2.587,39.01,7.424,50.52,57.13
MOT2,334,317.3,16.7,0,95,3.206,6.521,60.76,63.33,3.038,0,3.038,0,4.227,50.52,55.43
SNK_HX,272.9,261.9,10.99,0,95.97,2.109,4.29,94.99,100.2,3.825,3.503,7.328,47.8,9.892,96.7,106.3
SRC_HX,21.55,0.0008321,21.55,0,0.003861,4.137,8.415,8.66,14.12,8.66,2.142,10.8,19.83,4.222e+06,111.6,4.712e+06
VAL1,23.11,11.1,12.02,0,48.01,2.306,4.692,6.812,8.66,3.542,0,3.542,0,164.8,81.88,216.8
VAL2,79.77,,79.77,0,,15.31,31.15,27.11,,27.11,0,27.11,0,inf,94.42,
TOT,521,261.9,256.1,2.986,50.27,49.16,100,92.31,114.3,45.38,21.98,67.36,32.63,146.3,49.22,121.2
