Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,280.4,236.4,43.99,0,84.31,7.777,14.48,55.2,64.83,8.659,5.125,13.78,37.18,17.45,54.68,76.17
COMP2,247.6,210.4,37.23,0,84.97,6.581,12.26,48.75,58.38,7.328,5.82,13.15,44.26,19.76,54.68,77.08
IHX,153.2,126.8,26.38,0,82.78,4.664,8.684,76.52,80.89,13.18,1.668,14.85,11.23,27.71,138.8,177.2
MOT1,295.2,280.4,14.76,0,95,2.609,4.859,53.69,55.2,2.684,0,2.684,0,2.817,50.52,54.68
MOT2,260.7,247.6,13.03,0,95,2.304,4.291,47.41,48.75,2.371,0,2.371,0,2.817,50.52,54.68
SNK_HX,273,261.9,11.18,0,95.91,1.976,3.68,114.7,119.6,4.697,3.78,8.477,44.59,8.746,116.7,126.9
SRC_HX,19.7,9.829e-07,19.7,0,4.988e-06,3.483,6.486,40.84,45.01,40.84,2.151,42.99,5.002,inf,575.8,1.272e+10
VAL1,83.26,9.908,73.35,0,11.9,12.97,24.15,33.33,40.84,29.36,0,29.36,0,929.8,111.2,1145
VAL2,64.14,,64.14,0,,11.34,21.12,24.55,,24.55,0,24.55,0,inf,106.3,
TOT,565.6,261.9,303.8,0,46.3,53.7,100,101.1,119.6,54.29,18.54,72.84,25.46,155.6,49.65,126.9
