f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R290,R600a,R290/R600a,0.3,50.0,120.0,2.073,0.394,OK,6000,111.559,28.04
R290,R600a,R290/R600a,0.3,50.0,120.0,2.073,0.394,OK,6500,109.419,25.883
R290,R600a,R290/R600a,0.3,50.0,120.0,2.073,0.394,OK,7000,107.586,24.034
R290,R600a,R290/R600a,0.3,50.0,120.0,2.073,0.394,OK,7500,105.997,22.432
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,5000,108.15,32.37
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,5500,105.231,29.427
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,6000,102.799,26.975
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,6500,100.741,24.9
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,7000,98.977,23.121
R290,R600a,R290/R600a,0.3,60.0,120.0,2.283,0.378,OK,7500,97.448,21.58
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,5000,142.362,37.738
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,5500,138.96,34.307
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,6000,136.124,31.448
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,6500,133.725,29.029
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,7000,131.668,26.956
R290,R600a,R290/R600a,0.4,20.0,120.0,1.655,0.437,OK,7500,129.886,25.159
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,5000,132.707,35.692
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,5500,129.489,32.447
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,6000,126.807,29.743
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,6500,124.538,27.455
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,7000,122.593,25.494
R290,R600a,R290/R600a,0.4,30.0,120.0,1.784,0.427,OK,7500,120.907,23.795
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,5000,123.762,34.085
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,5500,120.689,30.987
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,6000,118.128,28.405
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,6500,115.961,26.22
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,7000,114.103,24.347
R290,R600a,R290/R600a,0.4,40.0,120.0,1.93,0.415,OK,7500,112.493,22.724
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,5000,115.588,32.868
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,5500,112.625,29.88
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,6000,110.155,27.39
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,6500,108.065,25.283
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,7000,106.274,23.477
R290,R600a,R290/R600a,0.4,50.0,120.0,2.092,0.398,OK,7500,104.722,21.912
R290,R600a,R290/R600a,0.5,20.0,120.0,1.682,0.444,OK,5000,139.597,36.664
R290,R600a,R290/R600a,0.5,20.0,120.0,1.682,0.444,OK,5500,136.291,33.331
R290,R600a,R290/R600a,0.5,20.0,120.0,1.682,0.444,OK,6000,133.536,30.553
R290,R600a,R290/R600a,0.5,20.0,120.0,1.682,0.444,OK,6500,131.205,28.203
