f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,component,PEC [EUR],PEC [EUR/kW]
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,COMP1,220415.2,200.19
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,COMP2,574943.6,522.17
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,IHX,179907.8,163.4
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,SNK_HX,171377.7,155.65
R1270,R600,R1270/R600,0.3,20.0,120.0,1.749,0.467,V_OUT,SRC_HX,91706.2,83.29
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,COMP1,197013.1,178.93
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,COMP2,475186.2,431.57
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,IHX,191739.3,174.14
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,SNK_HX,171715.6,155.96
R1270,R600,R1270/R600,0.3,30.0,120.0,1.898,0.459,OK,SRC_HX,99258.2,90.15
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,COMP1,219420.6,199.28
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,COMP2,399517.6,362.85
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,IHX,190839.0,173.32
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,SNK_HX,174128.2,158.15
R1270,R600,R1270/R600,0.3,40.0,120.0,1.914,0.438,OK,SRC_HX,76941.2,69.88
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,COMP1,245823.7,223.26
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,COMP2,340195.7,308.97
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,IHX,78332.8,71.14
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,SNK_HX,176416.0,160.22
R1270,R600,R1270/R600,0.3,50.0,120.0,1.895,0.41,OK,SRC_HX,64120.6,58.24
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,COMP1,258371.4,234.66
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,COMP2,440352.5,399.94
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,IHX,178808.8,162.4
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,SNK_HX,172755.8,156.9
R1270,R600,R1270/R600,0.4,20.0,120.0,1.781,0.476,OK,SRC_HX,94158.6,85.52
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,COMP1,226491.6,205.7
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,COMP2,381147.2,346.16
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,IHX,76556.0,69.53
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,SNK_HX,174800.2,158.76
R1270,R600,R1270/R600,0.4,30.0,120.0,1.913,0.462,OK,SRC_HX,100906.6,91.65
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,COMP1,306285.0,278.17
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,COMP2,347869.8,315.94
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,IHX,76170.2,69.18
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,SNK_HX,176101.4,159.94
R1270,R600,R1270/R600,0.5,20.0,120.0,1.757,0.469,OK,SRC_HX,94250.6,85.6
R1270,R600a,R1270/R600a,0.3,20.0,120.0,1.553,0.415,V_OUT,COMP1,195811.5,177.84
R1270,R600a,R1270/R600a,0.3,20.0,120.0,1.553,0.415,V_OUT,COMP2,568463.1,516.29
R1270,R600a,R1270/R600a,0.3,20.0,120.0,1.553,0.415,V_OUT,IHX,235278.6,213.68
