Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,261.1,219.1,42.01,0,83.91,7.267,13.29,51.51,61.89,8.286,5.775,14.06,41.07,20.16,54.79,78.46
COMP2,261,221.8,39.26,0,84.96,6.792,12.42,51.49,61.87,7.744,6.071,13.82,43.95,20.16,54.79,77.49
IHX,143.6,120.6,23.05,0,83.95,3.988,7.291,74.68,82.2,11.99,4.995,16.98,29.41,31.13,144.4,189.4
MOT1,274.9,261.1,13.74,0,95,2.378,4.347,50,51.51,2.5,0,2.5,0,3.017,50.52,54.79
MOT2,274.8,261,13.74,0,95,2.377,4.345,49.98,51.49,2.499,0,2.499,0,3.017,50.52,54.79
SNK_HX,273,261.9,11.16,0,95.91,1.931,3.53,117,122,4.782,3.773,8.555,44.1,8.718,119,129.4
SRC_HX,38.41,1.006e-06,38.41,0,2.619e-06,6.645,12.15,38.57,44.16,38.57,1.378,39.95,3.45,inf,278.9,1.219e+10
VAL1,75.52,10,65.52,0,13.25,11.33,20.72,31.38,38.57,27.22,0,27.22,0,827.9,115.4,1071
VAL2,69.31,,69.31,0,,11.99,21.92,27.1,,27.1,0,27.1,0,inf,108.6,
TOT,578.1,261.9,316.2,0,45.3,54.7,100,99.98,122,54.69,21.99,76.68,28.68,169.3,48.04,129.4
