Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,199.2,167.2,32.05,0,83.91,4.786,8.42,41.24,53.73,6.636,4.531,11.17,40.58,30.28,57.51,89.28
COMP2,434.6,370.9,63.7,0,85.34,9.51,16.73,88.89,113.5,13.03,8.821,21.85,40.37,27.72,56.81,85.02
IHX,101,80.55,20.44,0,79.76,3.051,5.368,32.46,42.1,6.568,4.569,11.14,41.02,62.62,89.28,145.2
MOT1,209.3,198.9,10.47,0,95,1.563,2.749,38.07,40.67,1.904,0,1.904,0,6.825,50.52,56.81
MOT2,457.5,434.6,22.87,0,95,3.415,6.008,83.21,88.89,4.16,0,4.16,0,6.825,50.52,56.81
SNK_HX,290.7,280.1,10.64,0,96.34,1.588,2.794,101,107.6,3.696,3.959,7.655,51.71,10.58,96.53,106.7
SRC_HX,20.56,6.043,14.51,0,29.4,2.167,3.812,31.94,37.49,22.55,1.948,24.5,7.95,299.3,431.7,1724
VAL1,66.19,20.92,45.27,0,31.61,6.759,11.89,21.28,32.51,14.55,0,14.55,0,383.5,89.28,431.7
VAL2,160.8,,160.8,0,,24,42.23,54.61,,54.61,0,54.61,0,inf,94.36,
TOT,669.8,280.1,380.7,9.028,41.81,56.84,100,121.3,145.1,68.94,23.83,92.76,25.69,186.1,50.3,143.9
