Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,152.3,130.5,21.83,0,85.67,3.993,10.78,31.19,36.89,4.471,2.757,7.227,38.14,18.25,56.9,78.54
COMP2,215,182.8,32.29,0,84.98,5.907,15.95,42.69,52.29,6.411,5.248,11.66,45.01,22.47,55.15,79.47
IHX,173.1,142.6,30.5,0,82.38,5.579,15.06,39.36,46.57,6.936,3.111,10.05,30.96,43.64,63.17,90.74
MOT1,160.3,152.3,8.015,0,95,1.466,3.958,29.16,31.19,1.458,0.9585,2.416,39.67,6.985,50.52,56.9
MOT2,226.4,215,11.32,0,95,2.07,5.589,41.17,42.69,2.059,0,2.059,0,3.698,50.52,55.15
SNK_HX,273.1,261.9,11.22,0,95.89,2.053,5.542,83.22,88.53,3.42,3.797,7.217,52.61,10.94,84.65,93.91
SRC_HX,77.7,54.67,23.03,0,70.36,4.213,11.37,3.747e-14,5.431,1.111e-14,2.333,2.333,100,inf,1.34e-13,27.6
VAL1,12.06,,12.06,0,,2.206,5.954,2.959,,2.959,0,2.959,0,inf,68.17,
VAL2,52.23,,52.23,0,,9.555,25.8,15.63,,15.63,0,15.63,0,inf,83.13,
TOT,546.7,261.9,202.5,82.3,47.9,37.04,100,70.33,88.53,26.05,18.2,44.25,41.13,162.8,35.74,93.91
