Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,229,190.6,38.4,0,83.23,7.359,14.45,45.37,54.95,7.607,6.319,13.93,45.37,21.11,55.03,80.07
COMP2,264.7,223.6,41.03,0,84.5,7.864,15.44,51.86,63.79,8.04,8.452,16.49,51.25,23.02,54.42,79.24
IHX,110.4,85.3,25.08,0,77.27,4.807,9.437,31.82,37.84,7.231,3.889,11.12,34.97,53.89,80.07,123.2
MOT1,240.2,228.2,12.01,0,95,2.301,4.518,43.69,44.71,2.184,0,2.184,0,2.334,50.52,54.42
MOT2,278.6,264.7,13.93,0,95,2.67,5.24,50.67,51.86,2.534,0,2.534,0,2.334,50.52,54.42
SNK_HX,253.6,241.9,11.72,0,95.38,2.246,4.409,83.76,88.31,3.871,3.557,7.428,47.89,10.54,91.74,101.4
SRC_HX,34.03,11.09,22.94,0,32.6,4.396,8.63,26.32,30.52,17.74,2.249,19.99,11.25,255.7,214.8,764
VAL1,80.25,34.89,45.36,0,43.48,8.693,17.07,23.13,26.98,13.08,0,13.08,0,168.3,80.07,214.8
VAL2,55.34,,55.34,0,,10.6,20.82,17.87,,17.87,0,17.87,0,inf,89.7,
TOT,521.8,241.9,265.8,14.11,46.35,50.94,100,94.36,118.8,48.07,24.47,72.53,33.73,171.7,50.23,136.5
