Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,225.2,188.3,36.91,0,83.61,6.028,11.47,45.46,56.84,7.45,5.885,13.33,44.13,25.04,56.06,83.83
COMP2,354.3,302.1,52.17,0,85.27,8.518,16.21,70.6,87.28,10.4,8.911,19.31,46.15,23.62,55.36,80.26
IHX,111,90.04,20.98,0,81.1,3.426,6.52,33.51,40.89,6.332,4.255,10.59,40.19,50.46,83.83,126.1
MOT1,236.5,224.7,11.83,0,95,1.931,3.675,43.02,44.78,2.151,0,2.151,0,4.093,50.52,55.36
MOT2,372.9,354.3,18.65,0,95,3.045,5.794,67.83,70.6,3.391,0,3.391,0,4.093,50.52,55.36
SNK_HX,290.4,280.1,10.31,0,96.45,1.684,3.204,95.4,100.4,3.388,3.496,6.884,50.79,9.15,91.26,99.61
SRC_HX,24.63,7.548,17.08,0,30.65,2.789,5.307,30.42,35.03,21.1,2.063,23.16,8.908,275.7,343.1,1289
VAL1,77.31,25.17,52.14,0,32.56,8.513,16.2,23.33,31.09,15.73,0,15.73,0,309.3,83.83,343.1
VAL2,101.8,,101.8,0,,16.62,31.62,32.77,,32.77,0,32.77,0,inf,89.44,
TOT,612.4,280.1,321.8,10.53,45.73,52.55,100,110.8,135.5,58.25,24.61,82.86,29.7,167.2,50.28,134.4
