Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,277.6,234.7,42.9,0,84.55,6.829,12.32,55.49,67.24,8.575,4.879,13.45,36.26,21.17,55.52,79.58
COMP2,309.6,264.4,45.26,0,85.38,7.204,13,61.89,75.37,9.046,6.236,15.28,40.81,21.79,55.52,79.2
IHX,149.8,125.5,24.25,0,83.81,3.861,6.966,84.54,93.23,13.69,4.806,18.49,25.98,31.58,156.8,206.3
MOT1,292.2,277.6,14.61,0,95,2.326,4.196,53.15,55.49,2.657,0,2.657,0,4.402,50.52,55.52
MOT2,325.9,309.6,16.3,0,95,2.594,4.68,59.28,61.89,2.964,0,2.964,0,4.402,50.52,55.52
SNK_HX,290.9,280.1,10.81,0,96.28,1.72,3.104,128.7,134.4,4.782,4.007,8.789,45.59,8.489,122.9,133.4
SRC_HX,15.56,0.03126,15.53,0,0.2009,2.472,4.46,52.22,56.8,52.12,2.091,54.21,3.857,5.403e+04,932.3,5.047e+05
VAL1,84.93,5.448,79.48,0,6.415,12.65,22.83,39.49,52.22,36.96,0,36.96,0,1961,129.2,2662
VAL2,99.04,,99.04,0,,15.77,28.45,39.9,,39.9,0,39.9,0,inf,111.9,
TOT,628.2,280.1,348.2,0,44.58,55.42,100,112.4,134.4,62.31,22.02,84.33,26.11,168.3,49.71,133.4
