Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,201.2,174.2,27,0,86.58,4.895,9.942,41.45,50.14,5.561,4.184,9.745,42.93,20.97,57.21,79.93
COMP2,313.5,267.4,46.16,0,85.28,8.368,17,62.79,78.21,9.244,7.713,16.96,45.49,24.56,55.62,81.25
IHX,145.5,107.2,38.27,0,73.69,6.937,14.09,58.61,66.32,15.42,1.329,16.75,7.937,53.58,111.9,171.9
MOT1,211.8,201.2,10.59,0,95,1.92,3.9,38.53,41.45,1.927,1.149,3.075,37.36,7.571,50.52,57.21
MOT2,330,313.5,16.5,0,95,2.991,6.076,60.03,62.79,3.002,0,3.002,0,4.589,50.52,55.62
SNK_HX,290.4,280.1,10.32,0,96.45,1.87,3.799,113.2,118.5,4.024,3.537,7.561,46.78,8.501,108.3,117.5
SRC_HX,19.86,2.976e-07,19.86,0,1.499e-06,3.6,7.312,12.87,18.21,12.87,2.026,14.9,13.6,inf,180,1.7e+10
VAL1,28.79,10.07,18.72,0,34.99,3.393,6.892,9.747,12.87,6.337,0,6.337,0,277.4,94.04,354.9
VAL2,84.18,,84.18,0,,15.26,30.99,31.29,,31.29,0,31.29,0,inf,103.3,
TOT,551.7,280.1,271.6,0,50.77,49.23,100,98.56,118.5,48.53,19.94,68.46,29.12,136.8,49.63,117.5
