Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,214.9,186.4,28.44,0,86.76,5.016,11.63,38.99,46.77,5.16,3.136,8.296,37.8,19.96,50.4,69.69
COMP2,235.2,200.9,34.32,0,85.41,6.054,14.04,41.39,51.97,6.039,4.972,11.01,45.16,25.55,48.88,71.85
IHX,194.2,157.6,36.59,0,81.16,6.454,14.97,46.52,55.33,8.763,2.831,11.59,24.41,46.53,66.53,97.49
MOT1,226.2,214.9,11.31,0,95,1.995,4.626,35.96,38.99,1.798,1.178,2.976,39.59,8.413,44.17,50.4
MOT2,247.6,235.2,12.38,0,95,2.184,5.065,39.37,41.39,1.969,0,1.969,0,5.137,44.17,48.88
SNK_HX,291,280.1,10.94,0,96.24,1.93,4.475,87.81,93.56,3.301,3.961,7.262,54.54,10.71,83.82,92.8
SRC_HX,50.74,31.01,19.73,0,61.12,3.48,8.069,2.498e-14,5.375,9.711e-15,2.153,2.153,100,inf,1.368e-13,48.14
VAL1,23.2,,23.2,0,,4.092,9.488,5.617,,5.617,0,5.617,0,inf,67.27,
VAL2,67.57,,67.57,0,,11.92,27.64,19.49,,19.49,0,19.49,0,inf,80.12,
TOT,566.9,280.1,244.5,42.38,49.4,43.12,100,75.33,93.56,32.48,18.23,50.71,35.95,151.4,36.91,92.8
