Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.6,149.1,28.46,0,83.97,6.44,14.22,35.32,43.08,5.663,3.705,9.368,39.55,21.95,55.26,80.26
COMP2,165.4,139.9,25.52,0,84.58,5.773,12.75,32.91,41.48,5.076,4.938,10.01,49.31,26.03,55.26,82.35
IHX,169.8,145.4,24.42,0,85.62,5.524,12.2,40.01,48.81,5.752,5.323,11.07,48.06,42.46,65.44,93.23
MOT1,186.9,177.6,9.345,0,95,2.114,4.669,33.99,35.32,1.7,0,1.7,0,3.909,50.52,55.26
MOT2,174.1,165.4,8.707,0,95,1.97,4.351,31.67,32.91,1.584,0,1.584,0,3.909,50.52,55.26
SNK_HX,253.7,241.9,11.87,0,95.32,2.685,5.931,80.47,85.9,3.764,3.738,7.503,49.83,11.98,88.1,98.65
SRC_HX,80.97,56.25,24.71,0,69.48,5.591,12.35,-1.499e-13,6.041,-4.575e-14,2.527,2.527,100,inf,-5.142e-13,29.83
VAL1,35.5,,35.5,0,,8.032,17.74,9.103,,9.103,0,9.103,0,inf,71.23,
VAL2,31.6,,31.6,0,,7.149,15.79,9.811,,9.811,0,9.811,0,inf,86.25,
TOT,442,241.9,200.1,0,54.72,45.28,100,65.67,85.9,29.73,20.23,49.96,40.49,139,41.27,98.65
