Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,229.4,192.4,36.94,0,83.89,6.888,13.61,45.26,54.01,7.289,4.644,11.93,38.92,19.35,54.81,77.97
COMP2,267.4,227,40.38,0,84.9,7.53,14.88,52.76,64.71,7.969,7.456,15.42,48.34,22.65,54.81,79.19
IHX,132,106.5,25.43,0,80.73,4.742,9.368,64.13,70.71,12.36,3.745,16.1,23.25,36.57,135,184.4
MOT1,241.4,229.4,12.07,0,95,2.251,4.447,43.91,45.26,2.196,0,2.196,0,3.059,50.52,54.81
MOT2,281.5,267.4,14.07,0,95,2.624,5.184,51.19,52.76,2.56,0,2.56,0,3.059,50.52,54.81
SNK_HX,272.9,261.9,10.99,0,95.97,2.049,4.048,112,116.7,4.509,3.54,8.049,43.98,8.63,114,123.8
SRC_HX,20.63,0.0001879,20.63,0,0.0009107,3.847,7.601,28.79,33.31,28.79,2.228,31.02,7.183,1.271e+07,387.5,4.924e+07
VAL1,60.46,10.18,50.28,0,16.84,9.375,18.52,23.19,28.79,19.29,0,19.29,0,637.2,106.6,785.6
VAL2,60.67,,60.67,0,,11.31,22.35,23.46,,23.46,0,23.46,0,inf,107.4,
TOT,536.3,261.9,271.5,2.988,48.83,50.62,100,95.11,116.7,48.14,21.61,69.75,30.98,151.4,49.26,123.8
