Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,432.7,432.7,78.69,50.52
e2,power,190.8,190.8,34.71,50.52
e3,power,181.3,181.3,36.41,55.79
e4,power,241.8,241.8,43.98,50.52
e5,power,229.7,229.7,46.14,55.79
