Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,320.1,269.7,50.41,0,84.26,8.406,14.92,62.49,72.62,9.84,6.542,16.38,39.93,16.21,54.22,74.79
COMP2,215,182.8,32.29,0,84.98,5.385,9.559,41.98,49.52,6.303,5.248,11.55,45.43,17.98,54.22,75.28
IHX,166.8,142.6,24.25,0,85.46,4.044,7.179,83.72,90.49,12.17,5.042,17.21,29.29,26.47,139.4,176.3
MOT1,337,320.1,16.85,0,95,2.81,4.988,61.29,62.49,3.065,0,3.065,0,1.957,50.52,54.22
MOT2,226.4,215,11.32,0,95,1.887,3.351,41.17,41.98,2.059,0,2.059,0,1.957,50.52,54.22
SNK_HX,273.1,261.9,11.22,0,95.89,1.872,3.322,119.7,124.3,4.919,3.797,8.716,43.57,8.29,121.7,131.8
SRC_HX,46.04,1.136e-06,46.04,0,2.467e-06,7.678,13.63,48.88,53.34,48.88,1.188,50.06,2.373,inf,294.9,1.304e+10
VAL1,102.9,9.747,93.17,0,9.47,15.54,27.58,42.24,48.88,38.24,0,38.24,0,1122,114,1393
VAL2,52.23,,52.23,0,,8.711,15.46,20.33,,20.33,0,20.33,0,inf,108.1,
TOT,599.6,261.9,337.8,0,43.67,56.33,100,102.5,124.3,57.72,21.82,79.54,27.43,177.7,47.47,131.8
