Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,274.7,230.9,43.79,0,84.06,8.701,16.95,53.24,60.39,8.486,5.221,13.71,38.09,13.43,53.83,72.64
COMP2,190.6,161,29.53,0,84.51,5.868,11.43,36.93,44.57,5.722,6.341,12.06,52.57,20.69,53.83,76.87
IHX,153.5,125.1,28.41,0,81.49,5.645,11,40.14,45.08,7.429,3.698,11.13,33.24,37.84,72.64,100.1
MOT1,289.2,274.7,14.46,0,95,2.873,5.597,52.6,53.24,2.63,0,2.63,0,1.21,50.52,53.83
MOT2,200.6,190.6,10.03,0,95,1.993,3.883,36.49,36.93,1.824,0,1.824,0,1.21,50.52,53.83
SNK_HX,253.6,241.9,11.74,0,95.37,2.333,4.544,79.71,83.84,3.69,3.611,7.301,49.46,10.28,87.31,96.29
SRC_HX,23.04,0.03482,23,0,0.1512,4.571,8.904,23.1,26.42,23.07,2.307,25.37,9.092,7.556e+04,278.6,2.108e+05
VAL1,77.45,12.58,64.87,0,16.24,12.89,25.11,20.25,23.11,16.96,0,16.96,0,602.4,72.64,510.2
VAL2,32.51,,32.51,0,,6.459,12.58,9.938,,9.938,0,9.938,0,inf,84.93,
TOT,503.2,241.9,258.3,3.02,48.07,51.33,100,89.08,110.3,45.73,21.18,66.91,31.65,157.5,49.17,126.6
