Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.5,179.7,35.77,0,83.4,6.99,13.26,42.49,51.7,7.052,5.332,12.38,43.06,21.67,54.77,79.9
COMP2,250.1,211.4,38.7,0,84.52,7.564,14.34,49.3,60.09,7.631,6.597,14.23,46.37,21.89,54.77,78.98
IHX,125.5,101.2,24.31,0,80.63,4.75,9.009,61.71,69.02,11.96,4.676,16.63,28.11,38.72,136.6,189.5
MOT1,226.8,215.5,11.34,0,95,2.217,4.204,41.26,42.49,2.063,0,2.063,0,2.979,50.52,54.77
MOT2,263.2,250.1,13.16,0,95,2.572,4.878,47.88,49.3,2.394,0,2.394,0,2.979,50.52,54.77
SNK_HX,253.7,241.9,11.79,0,95.35,2.303,4.368,106.3,111.2,4.937,3.69,8.627,42.77,9.775,116.4,127.7
SRC_HX,32.86,9.549e-07,32.86,0,2.906e-06,6.422,12.18,25.56,30.91,25.56,1.791,27.35,6.548,inf,216,8.991e+09
VAL1,54.28,11.23,43.05,0,20.69,8.412,15.95,20.89,25.56,16.57,0,16.57,0,491.2,106.9,632.1
VAL2,58.84,,58.84,0,,11.5,21.81,22.86,,22.86,0,22.86,0,inf,107.9,
TOT,511.7,241.9,269.8,0,47.27,52.73,100,89.14,111.2,47,22.09,69.09,31.97,164,48.39,127.7
