Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,220.9,191.1,29.8,0,86.51,6.466,14.97,44.63,50.92,6.022,3.424,9.445,36.25,14.11,56.13,74.04
COMP2,164.3,139.5,24.76,0,84.93,5.371,12.44,32.29,39.78,4.866,5.107,9.973,51.21,23.21,54.59,79.2
IHX,201,161.8,39.22,0,80.49,8.509,19.7,49.96,56.24,9.747,2.495,12.24,20.38,39.84,69.03,96.54
MOT1,232.5,220.9,11.62,0,95,2.522,5.839,42.28,44.63,2.114,1.22,3.335,36.6,5.537,50.52,56.13
MOT2,172.9,164.3,8.646,0,95,1.876,4.343,31.45,32.29,1.573,0,1.573,0,2.651,50.52,54.59
SNK_HX,272.9,261.9,11.04,0,95.95,2.396,5.548,87.22,91.92,3.529,3.632,7.162,50.72,9.83,88.78,97.51
SRC_HX,55.53,31.91,23.62,0,57.47,5.123,11.86,-1.296e-13,4.582,-5.511e-14,2.305,2.305,100,inf,-6.482e-13,39.88
VAL1,21.93,,21.93,0,,4.758,11.02,5.544,,5.544,0,5.544,0,inf,70.22,
VAL2,28.43,,28.43,0,,6.168,14.28,8.797,,8.797,0,8.797,0,inf,85.96,
TOT,460.9,261.9,199.1,0,56.81,43.19,100,73.74,91.92,31.85,18.18,50.03,36.34,119.4,44.44,97.51
