Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,236.6,205.7,30.87,0,86.95,5.826,13.04,48.46,56.96,6.323,3.817,10.14,37.64,17.54,56.9,76.92
COMP2,225.1,192,33.08,0,85.3,6.244,13.98,44.89,55.58,6.599,5.678,12.28,46.25,23.83,55.4,80.43
IHX,190.5,149.2,41.34,0,78.3,7.803,17.46,54.92,63.5,11.92,2.311,14.23,16.24,47.67,80.07,118.2
MOT1,249,236.6,12.45,0,95,2.35,5.259,45.29,48.46,2.265,1.276,3.541,36.04,6.988,50.52,56.9
MOT2,236.9,225.1,11.85,0,95,2.236,5.003,43.09,44.89,2.154,0,2.154,0,4.171,50.52,55.4
SNK_HX,290.4,280.1,10.37,0,96.43,1.957,4.379,102.1,107.3,3.643,3.623,7.265,49.86,8.98,97.61,106.4
SRC_HX,30.87,10.39,20.48,0,33.66,3.865,8.651,-6.245e-14,5.272,-4.143e-14,2.165,2.165,100,inf,-5.619e-13,140.9
VAL1,25.57,,25.57,0,,4.825,10.8,7.313,,7.313,0,7.313,0,inf,79.46,
VAL2,50.73,,50.73,0,,9.575,21.43,17.03,,17.03,0,17.03,0,inf,93.23,
TOT,529.8,280.1,236.7,13.03,52.86,44.68,100,88.38,107.3,39.49,18.87,58.36,32.33,129.6,46.34,106.4
