Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,173.1,143.8,29.38,0,83.03,5.824,11.19,34.64,44.28,5.879,4.84,10.72,45.16,27.83,55.57,85.56
COMP2,295.7,249.9,45.8,0,84.51,9.078,17.44,59.15,74.35,9.163,7.718,16.88,45.72,25.7,55.57,82.65
IHX,103.6,80.01,23.58,0,77.24,4.673,8.977,54.96,63.52,12.51,4.714,17.22,27.37,49.64,147.4,220.5
MOT1,182.3,173.1,9.113,0,95,1.806,3.47,33.15,34.64,1.658,0,1.658,0,4.49,50.52,55.57
MOT2,311.2,295.7,15.56,0,95,3.085,5.925,56.61,59.15,2.83,0,2.83,0,4.49,50.52,55.57
SNK_HX,253.6,241.9,11.76,0,95.36,2.331,4.478,107.4,113,4.981,3.663,8.644,42.38,10.31,117.7,129.8
SRC_HX,22.2,8.638e-07,22.2,0,3.89e-06,4.401,8.454,20.72,26.66,20.72,2.317,23.04,10.06,inf,259.2,8.574e+09
VAL1,40.18,11.2,28.99,0,27.87,5.745,11.04,15.98,20.72,11.53,0,11.53,0,365.2,110.5,514
VAL2,76.24,,76.24,0,,15.11,29.03,30.45,,30.45,0,30.45,0,inf,110.9,
TOT,504.5,241.9,262.6,0,47.94,52.06,100,89.76,113,46.73,23.25,69.98,33.23,162.6,49.42,129.8
