Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,157.6,134.7,22.85,0,85.5,5.561,13.52,31.73,36.26,4.6,2.942,7.542,39.01,14.28,55.93,74.75
COMP2,153.1,129.4,23.7,0,84.52,5.77,14.03,29.88,37.03,4.625,5.496,10.12,54.31,23.91,54.2,79.45
IHX,180.1,147.2,32.9,0,81.73,8.009,19.48,37.84,42.89,6.912,2.769,9.681,28.6,38.7,58.36,80.94
MOT1,165.9,157.6,8.295,0,95,2.019,4.91,30.17,31.73,1.509,0.9801,2.489,39.38,5.159,50.52,55.93
MOT2,161.2,153.1,8.06,0,95,1.962,4.771,29.32,29.88,1.466,0,1.466,0,1.911,50.52,54.2
SNK_HX,253.6,241.9,11.76,0,95.36,2.863,6.963,73.29,77.75,3.399,3.639,7.038,51.71,11.24,80.26,89.29
SRC_HX,83.71,57.1,26.6,0,68.22,6.476,15.75,-1.249e-14,4.274,-3.97e-15,2.425,2.425,100,inf,-4.145e-14,20.79
VAL1,11.75,,11.75,0,,2.861,6.956,2.697,,2.697,0,2.697,0,inf,63.76,
VAL2,23,,23,0,,5.6,13.62,6.629,,6.629,0,6.629,0,inf,80.04,
TOT,410.8,241.9,168.9,0,58.88,41.12,100,59.49,77.75,24.46,18.25,42.72,42.73,121.9,40.23,89.29
