Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,535.3,535.3,97.36,50.52
e2,power,173.7,173.7,31.6,50.52
e3,power,165.1,165.1,34.19,57.54
e4,power,361.5,361.5,65.76,50.52
e5,power,343.4,343.4,69.04,55.84
