Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,18.429191804404724,0.37532221812819305,0.17629945538566608,0.199022762742527,0.0,-0.0,0.0,0.0,-0.0,0.0
12,19.170935946087763,0.39042830956696867,0.17638002714527828,0.21404828242169036,0.02400353358725984,4.476327289124428,4.500330822711687,0.7698768448447623,118.30567258139412,65.2076611550517
13,9.772479453491698,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-2.162076275026174e-11,4.1621031196419835,4.162103119620363,0.7698768448447935,118.3056725813962,118.3056726752199
21,609.2752181202167,101.89901359820301,0.002508678961541591,101.89650491924147,0.10282392373026084,229.07644043323336,229.1792643569636,1904.1582996933814,104.4419817062752,104.48628940174986
22,1072.6303040167425,179.39342793568306,65.1195363043829,114.27389163130016,146.39708782055718,256.9023967024014,403.29948452295855,104.44198170627018,104.44198170627467,104.44198170627305
22c,779.5866381721843,130.38296500746657,16.168286684468562,114.214678322998,36.34838667447287,256.7692775742943,293.11766424876714,104.44198170626991,104.4419817062752,104.44198170627453
23,779.5866381721843,130.38296500746657,16.168286684468562,114.214678322998,36.34838667447282,256.7692775742944,293.1176642487672,104.44198170626979,104.44198170627524,104.44198170627455
24,633.6052757460028,105.96812522316634,2.9166223802641618,103.05150284290218,119.54441432155252,231.67302422449987,351.2174385460524,1904.1582996936104,104.44198170627536,153.97662129826597
31,934.9268318354835,88.09971007632964,58.341845365190586,29.75786471113906,308.5760319245141,116.56711338570724,425.1431453102213,138.4447153420244,102.53417264866552,126.31503784085324
32,1413.1339187706355,133.16195910037578,100.63788855239267,32.52407054798311,474.2575319188266,127.40285824044157,601.6603901592682,123.35224980561313,102.5341726486655,118.26754983048332
32c,828.6430733091915,78.08441476856096,45.60328843923769,32.481126329323274,214.90616837927516,127.23463771607352,342.1408060953487,123.35224980561313,102.53417264866553,114.69246031916276
33,828.6430733091915,78.08441476856096,45.60328843923769,32.481126329323274,214.90616837927516,127.23463771607352,342.1408060953487,123.35224980561313,102.53417264866553,114.69246031916276
34,695.8151269396127,65.56781649934652,35.78407365466317,29.783742844683353,168.63297409729466,116.66848286756856,285.30145696486323,123.35224980561313,102.5341726486655,113.89577726058816
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,-0.0,0.0,0.0,-0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.46732281286723815,3.706316234944606,4.173639047811844,2.2025238079446514,8846.256794097697,19.6318754189598
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,289.4906628231216,3.148028594541055,292.6386914176627,129.74542971505497,8846.256794097699,131.13541459026757
