Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.2,187.2,28.01,0,86.99,4.704,8.881,44.7,54.56,5.817,4.189,10.01,41.86,22.06,57.69,80.96
COMP2,333.3,284.6,48.75,0,85.38,8.187,15.46,67.37,83.9,9.853,6.66,16.51,40.33,24.54,56.14,81.9
IHX,155.4,116.2,39.27,0,74.74,6.594,12.45,66.14,75.37,16.71,1.281,17.99,7.12,52.47,118.2,180.2
MOT1,226.5,215.2,11.33,0,95,1.902,3.592,41.2,44.7,2.06,1.2,3.26,36.81,8.48,50.52,57.69
MOT2,350.9,333.3,17.54,0,95,2.946,5.563,63.82,67.37,3.191,0,3.191,0,5.567,50.52,56.14
SNK_HX,290.8,280.1,10.77,0,96.3,1.809,3.415,117.7,123.8,4.358,3.998,8.356,47.85,9.3,112.4,122.8
SRC_HX,27.53,2.907e-07,27.53,0,1.056e-06,4.623,8.729,15.84,22.92,15.84,1.496,17.34,8.628,inf,159.9,2.19e+10
VAL1,31.76,9.491,22.27,0,29.89,3.739,7.06,11.33,15.84,7.947,0,7.947,0,367.7,99.14,463.7
VAL2,109.9,,109.9,0,,18.46,34.85,41.61,,41.61,0,41.61,0,inf,105.1,
TOT,595.4,280.1,315.4,0,47.03,52.97,100,105,123.8,55.63,18.82,74.45,25.28,150.7,48.99,122.8
