Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,569.1,569.1,103.5,50.52
e2,power,306.7,306.7,55.79,50.52
e3,power,291.4,291.4,56.84,54.18
e4,power,262.4,262.4,47.73,50.52
e5,power,249.3,249.3,48.63,54.18
