Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,17.039626412366236,0.37532221812819305,0.17629945538566608,0.199022762742527,0.0,-0.0,0.0,0.0,-0.0,0.0
12,17.72544287149167,0.39042830956696867,0.17638002714527828,0.21404828242169036,0.02395691594376517,4.467633742859483,4.491590658803248,0.8310424508573456,127.70488780210384,70.38831587652147
13,9.035632206629053,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-2.1578772723821558e-11,4.1540198331231935,4.154019833101614,0.8310424508573598,127.70488780210752,127.7048879033854
21,563.335723523159,101.89901359820301,0.002508678961541591,101.89650491924147,0.10903040661898733,226.4761574137768,226.5851878203958,2183.749058061862,111.67690940998821,111.72792230621324
22,991.7537270766072,179.39342793568306,65.1195363043829,114.27389163130016,144.7353112500992,253.98625683861087,398.72156808871006,111.67690940998898,111.67690940998834,111.67690940998857
22c,720.8056224880987,130.38296500746665,16.168286684469233,114.21467832299741,35.935790370485044,253.85464876684387,289.7904391373289,111.67690940998924,111.6769094099881,111.67690940998824
23,720.8056224880987,130.38296500746665,16.168286684469233,114.21467832299741,35.935790370484916,253.85464876684398,289.7904391373289,111.67690940998882,111.67690940998814,111.67690940998823
24,585.8312890875511,105.9681252231664,2.91662238026422,103.05150284290218,126.760151039373,229.04326697046724,355.80341800984024,2183.749058062294,111.67690940998806,168.70775703095063
31,1434.0118688373886,97.77425890144241,52.85710484994145,44.91715405150096,393.5814155755914,252.46280109396162,646.0442166695531,141.02642535040255,106.45215338105027,125.14312520868216
32,2011.3173796804306,137.13628909730107,88.67049654905749,48.4657925482436,594.8753171141275,272.4083927921867,867.2837099063142,127.06211937558355,106.4521533810503,119.77828266910335
32c,1425.8138675683772,97.21530013968504,48.79397406833951,48.42132607134554,327.3504934203562,272.15846308160025,599.5089565019565,127.06211937558348,106.45215338105034,116.79663768384671
33,1425.8138675683772,97.21530013968504,48.79397406833951,48.42132607134554,327.3504934203562,272.15846308160025,599.5089565019565,127.06211937558348,106.45215338105034,116.79663768384671
34,1212.9126107990849,82.69919811001368,37.75518723790889,44.94401087210479,253.2931454650011,252.6137534038598,505.9068988688609,127.06211937558345,106.45215338105031,115.86135132823468
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.46736167994728084,3.7066244880103647,4.173986167957645,2.2027069911036636,8846.992534278623,19.63350819538817
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,296.2780766018987,3.1482904150128794,299.42636701691157,132.78744809586672,8846.992534278625,134.17706519873536
