Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,45.39999389683419,25.000000000024272,3.0000000000000004,105.1040826430525,367.1483541315811,17.039626412366236,0.37532221812819305,0.17629945538566608,0.199022762742527
12,45.39999389683419,25.001175819473076,3.1500000000000004,105.12288641079195,367.16096772974134,17.72544287149167,0.39042830956696867,0.17638002714527828,0.21404828242169036
13,45.39999389683419,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,9.035632206629053,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,5.528372686162033,19.115643836895345,7.140121218144305,599.364368276208,2391.465269098643,563.335723523159,101.89901359820301,0.002508678961541591,101.89650491924147
22,5.528372686162033,102.54823176621784,33.175638503765086,696.8603567993516,2459.6950974652254,991.7537270766072,179.39342793568306,65.1195363043829,114.27389163130016
22c,5.528372686162033,77.60504566398095,32.87563850376508,427.49462415614045,1708.0141501174692,720.8056224880987,130.38296500746665,16.168286684469233,114.21467832299741
23,5.528372686162033,77.60504566398095,32.87563850376508,427.49462415614045,1708.0141501174692,720.8056224880987,130.38296500746665,16.168286684469233,114.21467832299741
24,5.528372686162033,15.000000000012847,7.315121218144305,427.49462415614045,1791.298611261253,585.8312890875511,105.9681252231664,2.91662238026422,103.05150284290218
31,14.666558304296528,76.99398176241942,11.35486027695899,659.4787778836268,2386.7475364116603,1434.0118688373886,97.77425890144241,52.85710484994145,44.91715405150096
32,14.666558304296528,130.29972088488415,31.241131664456375,708.0484002787205,2418.156685991176,2011.3173796804306,137.13628909730107,88.67049654905749,48.4657925482436
32c,14.666558304296528,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1425.8138675683772,97.21530013968504,48.79397406833951,48.42132607134554
33,14.666558304296528,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1425.8138675683772,97.21530013968504,48.79397406833951,48.42132607134554
34,14.666558304296528,72.60504566398112,11.50486027695899,557.9447896066011,2091.8168610386538,1212.9126107990849,82.69919811001368,37.75518723790889,44.94401087210479
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
