Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,155.7,133.7,22.01,0,85.86,3.867,7.612,32.78,41.97,4.635,3.801,8.436,45.06,28.03,58.5,87.23
COMP2,375.2,320,55.26,0,85.27,9.707,19.11,76.68,99.82,11.29,9.616,20.91,45.99,30.18,56.76,86.65
IHX,113.7,81.72,31.99,0,71.86,5.621,11.06,51.43,61.48,14.47,2.214,16.69,13.27,66.33,125.6,209
MOT1,163.9,155.7,8.193,0,95,1.439,2.833,29.81,32.78,1.49,0.9723,2.463,39.48,9.991,50.52,58.5
MOT2,395,375.2,19.75,0,95,3.47,6.83,71.84,76.68,3.592,0,3.592,0,6.729,50.52,56.76
SNK_HX,290.4,280.1,10.31,0,96.45,1.811,3.566,117.8,123.8,4.182,3.475,7.657,45.39,8.963,112.7,122.8
SRC_HX,18.37,0.002325,18.37,0,0.01266,3.227,6.352,10.29,16.83,10.29,2.039,12.33,16.54,1.292e+06,155.6,2.01e+06
VAL1,19.95,8,11.95,0,40.1,2.1,4.133,7.367,10.29,4.413,0,4.413,0,248.4,102.6,357.4
VAL2,111.3,,111.3,0,,19.56,38.5,43.53,,43.53,0,43.53,0,inf,108.6,
TOT,569.2,280.1,289.2,0,49.2,50.8,100,101.6,123.8,51.64,22.12,73.76,29.99,147.5,49.6,122.8
