Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,253.9,220.5,33.39,0,86.85,6.682,13.75,50.93,58.86,6.697,5.74,12.44,46.15,15.59,55.71,74.15
COMP2,218.4,184.5,33.85,0,84.5,6.773,13.93,42.56,51.85,6.598,7.055,13.65,51.67,21.81,54.15,78.05
IHX,159.9,109.5,50.33,0,68.52,10.07,20.72,42.68,48.07,13.44,2.075,15.51,13.38,64.37,74.15,121.9
MOT1,266.9,253.6,13.35,0,95,2.67,5.494,48.55,50.76,2.427,1.335,3.762,35.48,4.559,50.52,55.61
MOT2,229.9,218.4,11.49,0,95,2.3,4.732,41.81,42.56,2.09,0,2.09,0,1.809,50.52,54.15
SNK_HX,253.6,241.9,11.73,0,95.38,2.347,4.829,86.59,90.95,4.004,3.59,7.595,47.27,10.13,94.84,104.5
SRC_HX,36.42,11.98,24.43,0,32.91,4.889,10.06,17.59,21.38,11.8,2.18,13.98,15.59,269.3,134.2,495.5
VAL1,60.63,36.76,23.87,0,60.63,4.776,9.826,16.18,17.76,6.371,0,6.371,0,80.94,74.15,134.2
VAL2,40.46,,40.46,0,,8.096,16.66,13.32,,13.32,0,13.32,0,inf,91.49,
TOT,499.7,241.9,242.9,14.97,48.4,48.6,100,90.35,112.3,43.92,21.98,65.89,33.35,156.9,50.22,129
