Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,258.8,224.8,34.02,0,86.85,7.068,14.21,51.71,58.55,6.798,4.795,11.59,41.36,13.21,55.51,72.36
COMP2,177,149.7,27.31,0,84.57,5.675,11.41,34.44,41.22,5.315,5.139,10.45,49.16,19.67,54.06,76.5
IHX,187,139,48.02,0,74.32,9.978,20.06,63.95,68.34,16.42,1.517,17.94,8.458,43.8,95,136.6
MOT1,272.4,258.8,13.62,0,95,2.83,5.689,49.55,51.71,2.477,1.353,3.83,35.32,4.376,50.52,55.51
MOT2,186.3,177,9.315,0,95,1.935,3.891,33.88,34.44,1.694,0,1.694,0,1.646,50.52,54.06
SNK_HX,253.7,241.9,11.86,0,95.33,2.463,4.952,97.32,101.8,4.547,3.732,8.279,45.08,9.689,106.5,116.9
SRC_HX,34.5,3.599e-07,34.5,0,1.043e-06,7.169,14.41,12.84,16.7,12.84,1.792,14.63,12.24,inf,103.4,1.289e+10
VAL1,37.76,11.9,25.86,0,31.5,5.374,10.8,11.29,12.84,7.735,0,7.735,0,260.9,83.07,299.8
VAL2,34.91,,34.91,0,,7.254,14.58,12.24,,12.24,0,12.24,0,inf,97.41,
TOT,481.3,241.9,239.4,0,50.26,49.74,100,83.43,101.8,41.5,18.33,59.83,30.63,142.7,48.15,116.9
