Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,207.3,173.4,33.91,0,83.64,5.008,8.765,43.17,57,7.063,5.653,12.72,44.46,32.03,57.86,91.33
COMP2,434.6,370.9,63.7,0,85.34,9.407,16.47,88.72,112.9,13,8.821,21.83,40.42,27.26,56.71,84.56
IHX,99.17,80.55,18.63,0,81.22,2.751,4.815,32.61,42.55,6.124,5.445,11.57,47.06,60.64,91.33,146.7
MOT1,217.4,206.6,10.87,0,95,1.606,2.811,39.55,42.17,1.978,0,1.978,0,6.629,50.52,56.71
MOT2,457.5,434.6,22.87,0,95,3.378,5.913,83.21,88.72,4.16,0,4.16,0,6.629,50.52,56.71
SNK_HX,290.7,280.1,10.64,0,96.34,1.571,2.75,100.9,107.5,3.693,3.959,7.652,51.74,10.51,96.45,106.6
SRC_HX,24.61,8.03,16.58,0,32.63,2.449,4.287,35.18,40.93,23.7,1.751,25.45,6.88,256.6,397,1416
VAL1,74.19,25.31,48.88,0,34.12,7.219,12.64,24.39,36.18,16.07,0,16.07,0,334.7,91.33,397
VAL2,160.8,,160.8,0,,23.74,41.56,54.52,,54.52,0,54.52,0,inf,94.21,
TOT,677.1,280.1,386.8,10.22,41.36,57.13,100,122.8,148.4,70.13,25.63,95.76,26.76,192.2,50.36,147.2
