Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,366.6,366.6,66.68,50.52
e2,power,192.5,192.5,35,50.52
e3,power,182.8,182.8,36.4,55.3
e4,power,174.1,174.1,31.67,50.52
e5,power,165.4,165.4,32.93,55.3
