Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,20.935777371268067,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.166696249266158,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,20.935777371268067,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.481267372825654,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,20.935777371268067,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,19.477658613136306,0.9303527768625941,0.731330014120067,0.199022762742527
21,6.643822672238484,8.906424438914257,5.3361660578019245,588.0241001514664,2400.080864483442,584.8761973028236,88.03308368640775,0.38402340029322296,87.64906028611452
22,6.643822672238484,113.78486556204513,38.02704409110295,713.2043978499206,2485.3260428844274,1250.5252664469037,188.22375733661298,72.9935137089066,115.23024362770637
22c,6.643822672238484,85.12605479677734,37.72704409110295,455.98913821413487,1784.7343189407552,906.1307875091376,136.38696157491475,21.215791253232105,115.17117032168265
23,6.643822672238484,85.12605479677734,37.72704409110295,455.98913821413487,1784.7343189407552,906.1307875091376,136.38696157491475,21.215791253232105,115.17117032168265
24,6.643822672238484,4.999999999997783,5.511166057801924,455.98913821413487,1920.209173058791,642.2750010319122,96.67250809021252,7.416173269438383,89.25633482077414
31,10.536135394399299,84.44028207255718,9.993596933137566,707.5922446132994,2507.8570720338366,1008.507858350171,95.718953923681,65.69250383348786,30.026450090193133
32,10.536135394399299,128.63067445577417,24.505543662122523,754.3466536593326,2538.2421214082387,1407.2693099021344,133.56598574560817,101.04191519762506,32.52407054798311
32c,10.536135394399299,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,822.7079661939906,78.08441476856096,45.60328843923769,32.481126329323274
33,10.536135394399299,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,822.7079661939906,78.08441476856096,45.60328843923769,32.481126329323274
34,10.536135394399299,80.12605479677734,10.143596933137566,545.3987543395955,2047.2115240259336,722.3964900687247,68.5637060484938,38.51138902745489,30.052317021038906
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
