Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,4.166696249266158,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,4.095066528728438e-14,-4.605688066383698e-14,-5.106215376552599e-15,-0.0034199844597781713,-3.0704369089101705e-12,-3.404119415720089e-13
12,4.481267372825654,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.8940469193040599e-06,3.157976846817434,3.1579787408643534,2838.653844465949,195.7517269295792,195.7518362386036
13,19.477658613136306,0.9303527768625941,0.731330014120067,0.199022762742527,101.2257175546289,2.936296753329424,104.16201430795833,1836.478610171873,195.7517269295821,1485.4913230591221
21,584.8761973028236,88.03308368640775,0.38402340029322296,87.64906028611452,5.001899425336398,157.73914667385978,162.74104609919618,544.5737874786968,75.24396794286115,77.2913077111599
22,1250.5252664469037,188.22375733661298,72.9935137089066,115.23024362770637,131.36403890223627,207.376100114731,338.74013901696725,75.24396794286103,75.24396794286116,75.24396794286112
22c,906.1307875091376,136.38696157491475,21.215791253232105,115.17117032168265,38.181365520307054,207.2697878182504,245.45115333855745,75.24396794286106,75.24396794286116,75.24396794286115
23,906.1307875091376,136.38696157491475,21.215791253232105,115.17117032168265,38.181365520307054,207.2697878182504,245.45115333855745,75.24396794286106,75.24396794286116,75.24396794286115
24,642.2750010319122,96.67250809021252,7.416173269438383,89.25633482077414,96.59555325606408,160.63170607769402,257.22725933375807,544.5737874786944,75.24396794286115,111.24832255155653
31,1008.507858350171,95.718953923681,65.69250383348786,30.026450090193133,226.40321347769907,85.25472057356743,311.65793405126647,90.86213306722807,74.85668685017413,85.84132253485613
32,1407.2693099021344,133.56598574560817,101.04191519762506,32.52407054798311,326.77152805491585,92.34626598063691,419.1177940355528,85.26264397117701,74.85668685017411,82.72873474545999
32c,822.7079661939906,78.08441476856096,45.60328843923769,32.481126329323274,147.4819258767278,92.2243335726734,239.7062594494012,85.26264397117687,74.85668685017413,80.93403103571951
33,822.7079661939906,78.08441476856096,45.60328843923769,32.481126329323274,147.4819258767278,92.2243335726734,239.7062594494012,85.26264397117687,74.85668685017413,80.93403103571951
34,722.3964900687247,68.5637060484938,38.51138902745489,30.052317021038906,124.54658460704343,85.32816508514733,209.87474969219076,85.26264397117676,74.85668685017413,80.70158477046019
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.3427164196942506,2.718068528479363,3.060784948173614,1.6152455068881502,6487.50151435555,14.397255751734246
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,195.21001882821048,2.308642033537391,301.6806751697062,87.49024072332608,6487.501514355551,135.1872516262335
