Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,213.7,179.3,34.37,0,83.91,7.01,16.21,42.61,52.18,6.855,4.367,11.22,38.92,22.45,55.39,80.84
COMP2,163.7,138.3,25.34,0,84.52,5.168,11.95,32.64,42.19,5.053,5.721,10.77,53.1,29.27,55.39,84.73
IHX,165.9,140.8,25.07,0,84.89,5.113,11.82,45.58,53.88,6.887,4.512,11.4,39.58,39.26,76.31,106.3
MOT1,224.9,213.7,11.25,0,95,2.294,5.303,40.91,42.61,2.045,0,2.045,0,4.158,50.52,55.39
MOT2,172.3,163.7,8.614,0,95,1.757,4.062,31.33,32.64,1.567,0,1.567,0,4.158,50.52,55.39
SNK_HX,253.6,241.9,11.75,0,95.37,2.397,5.542,87.53,92.94,4.056,3.631,7.688,47.24,11.34,95.86,106.7
SRC_HX,56.77,32.24,24.52,0,56.8,5.001,11.56,-2.498e-14,6.175,-1.079e-14,2.466,2.466,100,inf,-1.222e-13,53.19
VAL1,45.63,,45.63,0,,9.306,21.51,12.77,,12.77,0,12.77,0,inf,77.76,
VAL2,25.53,,25.53,0,,5.207,12.04,8.543,,8.543,0,8.543,0,inf,92.94,
TOT,490.3,241.9,212.1,36.36,49.33,43.25,100,72.24,92.94,31.25,20.7,51.94,39.84,160.8,40.93,106.7
