Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,397.2,397.2,72.24,50.52
e2,power,224.9,224.9,40.91,50.52
e3,power,213.7,213.7,42.61,55.39
e4,power,172.3,172.3,31.33,50.52
e5,power,163.7,163.7,32.64,55.39
