Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,494.8,494.8,78.68,44.17
e2,power,231.6,231.6,36.83,44.17
e3,power,220,220,37.76,47.67
e4,power,263.2,263.2,41.85,44.17
e5,power,250.1,250.1,42.91,47.67
