Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,362.1,305.2,56.83,0,84.3,10.14,17.85,69.77,78.25,10.95,7.14,18.09,39.47,12.15,53.53,71.21
COMP2,132.5,112.1,20.49,0,84.54,3.657,6.434,25.54,31.1,3.948,5.08,9.028,56.27,21.78,53.53,77.1
IHX,187,160,27.03,0,85.55,4.824,8.488,83.24,85.8,12.03,1.915,13.95,13.73,20.48,123.6,149
MOT1,381.1,362.1,19.06,0,95,3.401,5.984,69.32,69.77,3.466,0,3.466,0,0.6472,50.52,53.53
MOT2,139.5,132.5,6.976,0,95,1.245,2.191,25.38,25.54,1.269,0,1.269,0,0.6472,50.52,53.53
SNK_HX,253.7,241.9,11.78,0,95.36,2.102,3.699,109.8,113.8,5.101,3.654,8.754,41.73,8.624,120.3,130.7
SRC_HX,50.32,1.271e-06,50.32,0,2.526e-06,8.98,15.8,46.52,48.98,46.52,1.277,47.8,2.672,inf,256.8,1.071e+10
VAL1,118.2,10.65,107.6,0,9.005,19.2,33.78,43.99,46.52,40.03,0,40.03,0,1074,103.4,1214
VAL2,18.38,,18.38,0,,3.281,5.773,7.065,,7.065,0,7.065,0,inf,106.7,
TOT,560.3,241.9,318.4,0,43.17,56.83,100,94.7,113.8,53.82,19.07,72.88,26.16,178.3,46.95,130.7
