Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,369.9,312.6,57.36,0,84.49,9.282,16.11,71.82,81.95,11.14,7.21,18.35,39.3,14.1,53.93,72.83
COMP2,183.8,156.2,27.57,0,85,4.461,7.741,35.68,41.83,5.352,4.747,10.1,47.01,17.24,53.93,74.38
IHX,183.9,158.6,25.29,0,86.25,4.092,7.101,91.45,94.59,12.58,1.85,14.43,12.83,19.92,138.1,165.7
MOT1,389.4,369.9,19.47,0,95,3.15,5.467,70.83,71.82,3.541,0,3.541,0,1.399,50.52,53.93
MOT2,193.5,183.8,9.674,0,95,1.565,2.716,35.19,35.68,1.76,0,1.76,0,1.399,50.52,53.93
SNK_HX,273.1,261.9,11.27,0,95.87,1.824,3.164,120.4,124.8,4.968,3.812,8.781,43.42,8.103,122.5,132.4
SRC_HX,44.53,1.245e-06,44.53,0,2.796e-06,7.205,12.5,59.04,62.48,59.04,1.166,60.21,1.937,inf,368.3,1.394e+10
VAL1,128.7,9.397,119.3,0,7.304,19.3,33.49,52.97,59.04,49.1,0,49.1,0,1426,114.4,1745
VAL2,41.71,,41.71,0,,6.749,11.71,16.01,,16.01,0,16.01,0,inf,106.6,
TOT,618,261.9,356.1,0,42.37,57.63,100,106,124.8,61.09,18.79,79.88,23.52,177.8,47.65,132.4
