Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,4.464173943148946,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-1.420653837431404e-14,-2.3418752879917107e-14,-3.762529125423115e-14,0.0011073940179769026,-1.4572033283113577e-12,-2.341187849295521e-12
12,4.801203601432464,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.9003746076773353e-06,3.1685272021387654,3.1685291025133733,2658.3469130570043,183.31788328625342,183.31798565213631
13,20.868249292140682,0.9303527768625941,0.731330014120067,0.199022762742527,81.40187399375262,2.946106506718734,84.34798050047135,1378.4154966852886,183.31788328625476,1122.7580356867013
21,560.0141544514046,103.73523237405932,0.3546906165542787,103.38054175750504,2.7049187539999577,155.38935229357344,158.0942710475734,392.40027685278693,77.34054570261213,78.41779523235847
22,1068.8600254761618,197.99221544092975,67.69119437145221,130.30102106947754,101.74536397798241,195.85301956214124,297.5983835401236,77.34054570261226,77.34054570261219,77.3405457026122
22c,782.5179092974381,144.95111688266581,14.70749352494118,130.24362335772463,22.106557518950417,195.7667461387212,217.87330365767164,77.34054570261232,77.34054570261212,77.34054570261213
23,782.5179092974381,144.95111688266581,14.70749352494118,130.24362335772463,22.106557518950417,195.7667461387212,217.87330365767164,77.34054570261232,77.34054570261212,77.34054570261213
24,617.5163438346461,114.38675417984494,9.653580809315084,104.73317337052985,73.61951671584337,157.4224674878501,231.0419842036935,392.4002768527877,77.34054570261215,103.92976572399127
31,909.4296937358697,85.5050993662118,55.82937929047731,29.675720075734485,206.59481887733375,87.31007054925657,293.90488942659033,96.64447059867729,76.8393103549977,89.77081749724894
32,1414.9748823608277,133.0367468209098,100.51267627292668,32.52407054798311,338.0592551893981,95.69031136721694,433.74956655661504,87.84001040750346,76.83931035499772,85.15062154965246
32c,830.5035130639031,78.08441476856096,45.60328843923769,32.481126329323274,153.37979542097335,95.56396353972352,248.94375896069687,87.84001040750364,76.83931035499774,83.26399957133991
33,830.5035130639031,78.08441476856096,45.60328843923769,32.481126329323274,153.37979542097335,95.56396353972352,248.94375896069687,87.84001040750364,76.83931035499774,83.26399957133991
34,685.6615948844096,64.46629487250303,34.76469322658225,29.701601645920775,116.92581209512525,87.38621770636426,204.31202980148953,87.84001040750395,76.83931035499774,82.77165008941836
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.3427314310649061,2.7181875829856668,3.060919014050573,1.6153162564863899,6487.785674332329,14.397886367981663
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,201.87330442509085,2.3087431546955424,288.53002808025775,90.47662669049495,6487.78567433233,129.29426615035248
