Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,142,121.8,20.19,0,85.79,3.621,7.277,30.24,38.78,4.297,2.798,7.096,39.43,28.27,59.14,88.42
COMP2,341.4,291.4,49.93,0,85.37,8.957,18,70.47,91.5,10.31,6.81,17.12,39.78,29.84,57.35,87.22
IHX,140.9,113.1,27.78,0,80.28,4.984,10.02,42.6,53.62,8.401,3.102,11.5,26.97,56.77,84,131.7
MOT1,149.5,142,7.475,0,95,1.341,2.695,27.19,30.24,1.36,0.916,2.275,40.25,11.2,50.52,59.14
MOT2,359.3,341.4,17.97,0,95,3.223,6.477,65.36,70.47,3.268,0,3.268,0,7.829,50.52,57.35
SNK_HX,290.8,280.1,10.76,0,96.3,1.93,3.878,105.2,112.3,3.893,3.996,7.889,50.65,10.81,100.5,111.4
SRC_HX,48.62,30.43,18.19,0,62.59,3.263,6.558,-3.864e-14,7.312,-1.446e-14,2.131,2.131,100,inf,-2.207e-13,66.74
VAL1,11.38,,11.38,0,,2.042,4.104,3.493,,3.493,0,3.493,0,inf,85.22,
VAL2,113.7,,113.7,0,,20.4,40.99,39.88,,39.88,0,39.88,0,inf,97.42,
TOT,557.4,280.1,277.4,0,50.24,49.76,100,92.55,112.3,46.05,19.75,65.8,30.02,141.5,46.12,111.4
